model,source_region,target_region,action,adaptation,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,source_training_seconds_sunk
patchtst_small,ENA,EAU,deploy,deploy,2.4223880767822266,241,60000,0.0,0,7.806862600002205
patchtst_small,ENA,EAU,adapt,head_finetune,2.42238712310791,241,60000,2.5758212999935495,30000,7.806862600002205
patchtst_small,ENA,EAU,retrain,retrain,2.403032064437866,241,60000,7.870186400003149,90000,7.806862600002205
patchtst_small,CNA,EAU,deploy,deploy,2.429020404815674,241,60000,0.0,0,7.69364769999811
patchtst_small,CNA,EAU,adapt,head_finetune,2.4267122745513916,241,60000,2.4958330999943428,30000,7.69364769999811
patchtst_small,CNA,EAU,retrain,retrain,2.403032064437866,241,60000,7.870186400003149,90000,7.69364769999811
patchtst_small,SAU,EAU,deploy,deploy,2.4049885272979736,241,60000,0.0,0,7.689114699998754
patchtst_small,SAU,EAU,adapt,head_finetune,2.406043291091919,241,60000,2.4921948999981396,30000,7.689114699998754
patchtst_small,SAU,EAU,retrain,retrain,2.403032064437866,241,60000,7.870186400003149,90000,7.689114699998754
patchtst_small,MED,EAU,deploy,deploy,2.4202733039855957,241,60000,0.0,0,8.005214000004344
patchtst_small,MED,EAU,adapt,head_finetune,2.41628360748291,241,60000,2.5818549999967217,30000,8.005214000004344
patchtst_small,MED,EAU,retrain,retrain,2.403032064437866,241,60000,7.870186400003149,90000,8.005214000004344
patchtst_small,NWN,EAU,deploy,deploy,2.4142119884490967,241,60000,0.0,0,7.93835319999198
patchtst_small,NWN,EAU,adapt,head_finetune,2.403555393218994,241,60000,2.5549817999999505,30000,7.93835319999198
patchtst_small,NWN,EAU,retrain,retrain,2.403032064437866,241,60000,7.870186400003149,90000,7.93835319999198
patchtst_small,NCA,EAU,deploy,deploy,2.4294846057891846,241,60000,0.0,0,7.852840200008359
patchtst_small,NCA,EAU,adapt,head_finetune,2.428612232208252,241,60000,2.4785033999942243,30000,7.852840200008359
patchtst_small,NCA,EAU,retrain,retrain,2.403032064437866,241,60000,7.870186400003149,90000,7.852840200008359
patchtst_small,EAS,EAU,deploy,deploy,2.4165964126586914,241,60000,0.0,0,7.655908800006728
patchtst_small,EAS,EAU,adapt,head_finetune,2.4064977169036865,241,60000,2.4934151000052225,30000,7.655908800006728
patchtst_small,EAS,EAU,retrain,retrain,2.403032064437866,241,60000,7.870186400003149,90000,7.655908800006728
patchtst_small,NEU,NWN,deploy,deploy,2.4053409099578857,183,60000,0.0,0,8.433484199995291
