model,source_region,target_region,action,adaptation,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,source_training_seconds_sunk
graphwavenet_transfer,EAU,ENA,adapt,head_finetune,3.0608112812042236,522,550452,4.749631400001817,699,35.01449030000367
graphwavenet_transfer,EAU,ENA,retrain,retrain,2.8372068405151367,522,550452,90.24955379999301,2891,35.01449030000367
graphwavenet_transfer,NWN,ENA,deploy,deploy,3.089020013809204,522,550452,0.0,0,24.668718300003093
graphwavenet_transfer,NWN,ENA,adapt,head_finetune,2.981032133102417,522,550452,4.713464500004193,699,24.668718300003093
graphwavenet_transfer,NWN,ENA,retrain,retrain,2.8372068405151367,522,550452,90.24955379999301,2891,24.668718300003093
graphwavenet_transfer,NCA,ENA,deploy,deploy,2.9959542751312256,522,550452,0.0,0,17.059663000007276
graphwavenet_transfer,NCA,ENA,adapt,head_finetune,3.0027260780334473,522,550452,4.724363499990432,699,17.059663000007276
graphwavenet_transfer,NCA,ENA,retrain,retrain,2.8372068405151367,522,550452,90.24955379999301,2891,17.059663000007276
graphwavenet_transfer,EAS,ENA,deploy,deploy,3.1173150539398193,522,550452,0.0,0,9.521896299993386
graphwavenet_transfer,EAS,ENA,adapt,head_finetune,3.0626578330993652,522,550452,4.718716899995343,699,9.521896299993386
graphwavenet_transfer,EAS,ENA,retrain,retrain,2.8372068405151367,522,550452,90.24955379999301,2891,9.521896299993386
graphwavenet_transfer,NEU,CNA,deploy,deploy,2.2653441429138184,438,462037,0.0,0,119.71575510001276
graphwavenet_transfer,NEU,CNA,adapt,head_finetune,2.2315332889556885,438,462037,3.6039661999966484,699,119.71575510001276
graphwavenet_transfer,NEU,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,119.71575510001276
graphwavenet_transfer,WCE,CNA,deploy,deploy,2.2519025802612305,438,462037,0.0,0,142.56140950000554
graphwavenet_transfer,WCE,CNA,adapt,head_finetune,2.2309882640838623,438,462037,3.599341599998297,699,142.56140950000554
graphwavenet_transfer,WCE,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,142.56140950000554
graphwavenet_transfer,WNA,CNA,deploy,deploy,2.2498955726623535,438,462037,0.0,0,189.67070129999775
graphwavenet_transfer,WNA,CNA,adapt,head_finetune,2.207969903945923,438,462037,3.5983916000113823,699,189.67070129999775
graphwavenet_transfer,WNA,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,189.67070129999775
graphwavenet_transfer,ENA,CNA,deploy,deploy,2.0845181941986084,438,462037,0.0,0,90.24955379999301
graphwavenet_transfer,ENA,CNA,adapt,head_finetune,2.068528652191162,438,462037,3.625492299994221,699,90.24955379999301
graphwavenet_transfer,ENA,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,90.24955379999301
graphwavenet_transfer,SAU,CNA,deploy,deploy,2.2400312423706055,438,462037,0.0,0,56.65577630000189
graphwavenet_transfer,SAU,CNA,adapt,head_finetune,2.228383779525757,438,462037,3.616437999997288,699,56.65577630000189
graphwavenet_transfer,SAU,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,56.65577630000189
graphwavenet_transfer,MED,CNA,deploy,deploy,2.253298759460449,438,462037,0.0,0,44.23583289999806
graphwavenet_transfer,MED,CNA,adapt,head_finetune,2.2274694442749023,438,462037,3.6089620999991894,699,44.23583289999806
graphwavenet_transfer,MED,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,44.23583289999806
graphwavenet_transfer,EAU,CNA,deploy,deploy,2.23685884475708,438,462037,0.0,0,35.01449030000367
graphwavenet_transfer,EAU,CNA,adapt,head_finetune,2.224128246307373,438,462037,3.623011999996379,699,35.01449030000367
graphwavenet_transfer,EAU,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,35.01449030000367
graphwavenet_transfer,NWN,CNA,deploy,deploy,2.288743734359741,438,462037,0.0,0,24.668718300003093
graphwavenet_transfer,NWN,CNA,adapt,head_finetune,2.204129934310913,438,462037,3.6051611000002595,699,24.668718300003093
graphwavenet_transfer,NWN,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,24.668718300003093
graphwavenet_transfer,NCA,CNA,deploy,deploy,2.192023515701294,438,462037,0.0,0,17.059663000007276
graphwavenet_transfer,NCA,CNA,adapt,head_finetune,2.185302495956421,438,462037,3.608082499995362,699,17.059663000007276
graphwavenet_transfer,NCA,CNA,retrain,retrain,2.062992811203003,438,462037,72.37994899999467,2891,17.059663000007276
graphwavenet_transfer,EAS,CNA,deploy,deploy,2.273880958557129,438,462037,0.0,0,9.521896299993386
graphwavenet_transfer,EAS,CNA,adapt,head_finetune,2.2303214073181152,438,462037,3.6015392999979667,699,9.521896299993386
