model,source_region,target_region,action,mae_2023_2025,n_test_stations,n_test_observations,action_fit_seconds,n_action_training_observations,adapt_intercept_log1p,adapt_slope_log1p,source_training_seconds_sunk
spatial_knn_ridge,WNA,EAU,retrain,2.633165822978831,241,260224,0.26200169998628553,120000,,,0.46404969999275636
spatial_knn_ridge,WNA,NWN,deploy,2.5322707253075687,183,191293,0.0,0,,,0.46404969999275636
spatial_knn_ridge,WNA,NWN,adapt,2.5274730806793673,183,191293,0.0014708999951835722,60000,-0.03289902210235596,1.108240008354187,0.46404969999275636
spatial_knn_ridge,WNA,NWN,retrain,2.508383575032969,183,191293,0.24159599999256898,120000,,,0.46404969999275636
spatial_knn_ridge,WNA,NCA,deploy,1.2331779466734991,144,154432,0.0,0,,,0.46404969999275636
spatial_knn_ridge,WNA,NCA,adapt,1.1220846933623154,144,154432,0.001451499992981553,60000,-0.0790022760629654,0.8945200443267822,0.46404969999275636
spatial_knn_ridge,WNA,NCA,retrain,1.1164610642525885,144,154432,0.24943950001033954,120000,,,0.46404969999275636
spatial_knn_ridge,WNA,EAS,deploy,6.4273032145066695,110,113134,0.0,0,,,0.46404969999275636
spatial_knn_ridge,WNA,EAS,adapt,6.510297380794178,110,113134,0.0014100999978836626,60000,0.16042757034301758,0.9198381900787354,0.46404969999275636
spatial_knn_ridge,WNA,EAS,retrain,6.499321603775025,110,113134,0.22575959999812767,120000,,,0.46404969999275636
spatial_knn_ridge,ENA,NEU,deploy,2.471760552048683,1000,1092528,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,NEU,adapt,2.4701765607595445,1000,1092528,0.0015541000029770657,60000,-0.08285695314407349,1.168274164199829,0.3404669000010472
spatial_knn_ridge,ENA,NEU,retrain,2.46648766708374,1000,1092528,0.5056327000056626,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,WCE,deploy,2.3934204506874086,1000,1092580,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,WCE,adapt,2.3793599561452865,1000,1092580,0.0017411000007996336,60000,-0.025256216526031494,0.9997227191925049,0.3404669000010472
spatial_knn_ridge,ENA,WCE,retrain,2.386439118385315,1000,1092580,0.46817760000703856,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,WNA,deploy,2.3599549429233257,975,1063046,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,WNA,adapt,2.241582370293446,975,1063046,0.001715999998850748,60000,-0.37547409534454346,1.493105173110962,0.3404669000010472
spatial_knn_ridge,ENA,WNA,retrain,2.2216148833128124,975,1063046,0.46404969999275636,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,CNA,deploy,2.5469583678463277,438,475057,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,CNA,adapt,2.4342239458267003,438,475057,0.0016391999961342663,60000,-0.20498085021972656,1.1654548645019531,0.3404669000010472
spatial_knn_ridge,ENA,CNA,retrain,2.417191463382277,438,475057,0.32375900000624824,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,SAU,deploy,1.926213148312691,351,379054,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,SAU,adapt,1.833388374232159,351,379054,0.0016170000017154962,60000,-0.14891430735588074,1.0723663568496704,0.3404669000010472
spatial_knn_ridge,ENA,SAU,retrain,1.8284593691513409,351,379054,0.312544300002628,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,MED,deploy,2.067911823530023,328,357580,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,MED,adapt,1.9354171576659853,328,357580,0.001641299997572787,60000,-0.3246710002422333,1.3613861799240112,0.3404669000010472
spatial_knn_ridge,ENA,MED,retrain,1.9147385309745626,328,357580,0.29117200001201127,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,EAU,deploy,2.738392193782379,241,260224,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,EAU,adapt,2.6260513393710756,241,260224,0.0017896999925142154,60000,-0.2638634145259857,1.2668201923370361,0.3404669000010472
spatial_knn_ridge,ENA,EAU,retrain,2.633165822978831,241,260224,0.26200169998628553,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,NWN,deploy,2.682965823210002,183,191293,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,NWN,adapt,2.600755618895338,183,191293,0.0013762000016868114,60000,-0.38497745990753174,1.5896583795547485,0.3404669000010472
spatial_knn_ridge,ENA,NWN,retrain,2.508383575032969,183,191293,0.24159599999256898,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,NCA,deploy,1.4005323160025809,144,154432,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,NCA,adapt,1.1259337856123846,144,154432,0.0015811999910511076,60000,-0.447750061750412,1.414487361907959,0.3404669000010472
spatial_knn_ridge,ENA,NCA,retrain,1.1164610642525885,144,154432,0.24943950001033954,120000,,,0.3404669000010472
spatial_knn_ridge,ENA,EAS,deploy,6.569211402806369,110,113134,0.0,0,,,0.3404669000010472
spatial_knn_ridge,ENA,EAS,adapt,6.534654712677002,110,113134,0.0015235000028042123,60000,-0.2524276375770569,1.5438090562820435,0.3404669000010472
spatial_knn_ridge,ENA,EAS,retrain,6.499321603775025,110,113134,0.22575959999812767,120000,,,0.3404669000010472
spatial_knn_ridge,CNA,NEU,deploy,2.408240775346756,1000,1092528,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,NEU,adapt,2.465188248872757,1000,1092528,0.002098799988743849,60000,0.1198587417602539,1.0662550926208496,0.32375900000624824
spatial_knn_ridge,CNA,NEU,retrain,2.46648766708374,1000,1092528,0.5056327000056626,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,WCE,deploy,2.3195907675027847,1000,1092580,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,WCE,adapt,2.3778734971284865,1000,1092580,0.0018344999989494681,60000,0.16282525658607483,0.885761559009552,0.32375900000624824
spatial_knn_ridge,CNA,WCE,retrain,2.386439118385315,1000,1092580,0.46817760000703856,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,WNA,deploy,2.2479590166226413,975,1063046,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,WNA,adapt,2.2365193813886397,975,1063046,0.00175350000790786,60000,-0.08985477685928345,1.3173234462738037,0.32375900000624824
spatial_knn_ridge,CNA,WNA,retrain,2.2216148833128124,975,1063046,0.46404969999275636,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,ENA,deploy,3.217380001398795,522,565907,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,ENA,adapt,3.3186913237717874,522,565907,0.0015832999924896285,60000,0.2123183310031891,0.8462541103363037,0.32375900000624824
spatial_knn_ridge,CNA,ENA,retrain,3.3073838761939856,522,565907,0.3404669000010472,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,SAU,deploy,1.8077956682596452,351,379054,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,SAU,adapt,1.831599124476441,351,379054,0.0016774999967310578,60000,0.0543576180934906,0.9401178359985352,0.32375900000624824
spatial_knn_ridge,CNA,SAU,retrain,1.8284593691513409,351,379054,0.312544300002628,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,MED,deploy,1.9342780127757933,328,357580,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,MED,adapt,1.9337468854174382,328,357580,0.0017382999940309674,60000,-0.05508685111999512,1.1550146341323853,0.32375900000624824
spatial_knn_ridge,CNA,MED,retrain,1.9147385309745626,328,357580,0.29117200001201127,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,EAU,deploy,2.6139430633719036,241,260224,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,EAU,adapt,2.624820133957131,241,260224,0.0016494000010425225,60000,-0.01205211877822876,1.0731656551361084,0.32375900000624824
spatial_knn_ridge,CNA,EAU,retrain,2.633165822978831,241,260224,0.26200169998628553,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,NWN,deploy,2.582685690108544,183,191293,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,NWN,adapt,2.587665040636323,183,191293,0.0014333999861264601,60000,-0.0902167558670044,1.4131584167480469,0.32375900000624824
spatial_knn_ridge,CNA,NWN,retrain,2.508383575032969,183,191293,0.24159599999256898,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,NCA,deploy,1.229924715641472,144,154432,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,NCA,adapt,1.124915308629473,144,154432,0.0015826000017113984,60000,-0.1685139536857605,1.196394920349121,0.32375900000624824
spatial_knn_ridge,CNA,NCA,retrain,1.1164610642525885,144,154432,0.24943950001033954,120000,,,0.32375900000624824
spatial_knn_ridge,CNA,EAS,deploy,6.460856788808649,110,113134,0.0,0,,,0.32375900000624824
spatial_knn_ridge,CNA,EAS,adapt,6.5299189415845005,110,113134,0.0013371000095503405,60000,0.06322282552719116,1.2646598815917969,0.32375900000624824
spatial_knn_ridge,CNA,EAS,retrain,6.499321603775025,110,113134,0.22575959999812767,120000,,,0.32375900000624824
spatial_knn_ridge,SAU,NEU,deploy,2.415078608572483,1000,1092528,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,NEU,adapt,2.4601020946502685,1000,1092528,0.0016514999879291281,60000,0.0787762999534607,1.0790011882781982,0.312544300002628
spatial_knn_ridge,SAU,NEU,retrain,2.46648766708374,1000,1092528,0.5056327000056626,120000,,,0.312544300002628
spatial_knn_ridge,SAU,WCE,deploy,2.3311925138235092,1000,1092580,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,WCE,adapt,2.375004859447479,1000,1092580,0.0018353000050410628,60000,0.12454956769943237,0.9070789813995361,0.312544300002628
spatial_knn_ridge,SAU,WCE,retrain,2.386439118385315,1000,1092580,0.46817760000703856,120000,,,0.312544300002628
spatial_knn_ridge,SAU,WNA,deploy,2.260282532129532,975,1063046,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,WNA,adapt,2.2194168288585465,975,1063046,0.0018148000090150163,60000,-0.15809711813926697,1.377489447593689,0.312544300002628
spatial_knn_ridge,SAU,WNA,retrain,2.2216148833128124,975,1063046,0.46404969999275636,120000,,,0.312544300002628
spatial_knn_ridge,SAU,ENA,deploy,3.247040984045957,522,565907,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,ENA,adapt,3.330926466718944,522,565907,0.0015155000000959262,60000,0.21629077196121216,0.7903662919998169,0.312544300002628
spatial_knn_ridge,SAU,ENA,retrain,3.3073838761939856,522,565907,0.3404669000010472,120000,,,0.312544300002628
spatial_knn_ridge,SAU,CNA,deploy,2.4532931274202863,438,475057,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,CNA,adapt,2.4500410754114523,438,475057,0.0018090999947162345,60000,0.014247357845306396,0.9571727514266968,0.312544300002628
spatial_knn_ridge,SAU,CNA,retrain,2.417191463382277,438,475057,0.32375900000624824,120000,,,0.312544300002628
spatial_knn_ridge,SAU,MED,deploy,1.9529607592195999,328,357580,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,MED,adapt,1.9230920151784652,328,357580,0.001698499996564351,60000,-0.1217583417892456,1.228380560874939,0.312544300002628
spatial_knn_ridge,SAU,MED,retrain,1.9147385309745626,328,357580,0.29117200001201127,120000,,,0.312544300002628
spatial_knn_ridge,SAU,EAU,deploy,2.635463892671577,241,260224,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,EAU,adapt,2.6212559013445844,241,260224,0.0017507000011391938,60000,-0.06057471036911011,1.1108601093292236,0.312544300002628
spatial_knn_ridge,SAU,EAU,retrain,2.633165822978831,241,260224,0.26200169998628553,120000,,,0.312544300002628
spatial_knn_ridge,SAU,NWN,deploy,2.576221117556421,183,191293,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,NWN,adapt,2.5182728454714916,183,191293,0.0014385999966179952,60000,-0.23198366165161133,1.5952165126800537,0.312544300002628
spatial_knn_ridge,SAU,NWN,retrain,2.508383575032969,183,191293,0.24159599999256898,120000,,,0.312544300002628
spatial_knn_ridge,SAU,NCA,deploy,1.2626235249141853,144,154432,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,NCA,adapt,1.1252258997410536,144,154432,0.0015659999917261302,60000,-0.21969036757946014,1.239160180091858,0.312544300002628
spatial_knn_ridge,SAU,NCA,retrain,1.1164610642525885,144,154432,0.24943950001033954,120000,,,0.312544300002628
spatial_knn_ridge,SAU,EAS,deploy,6.4658606507561425,110,113134,0.0,0,,,0.312544300002628
spatial_knn_ridge,SAU,EAS,adapt,6.51407438841733,110,113134,0.0014086999872233719,60000,0.017340540885925293,1.282142996788025,0.312544300002628
spatial_knn_ridge,SAU,EAS,retrain,6.499321603775025,110,113134,0.22575959999812767,120000,,,0.312544300002628
spatial_knn_ridge,MED,NEU,deploy,2.3966535065174104,1000,1092528,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,NEU,adapt,2.46327214717865,1000,1092528,0.0016623999981675297,60000,0.19409504532814026,0.8876498341560364,0.29117200001201127
spatial_knn_ridge,MED,NEU,retrain,2.46648766708374,1000,1092528,0.5056327000056626,120000,,,0.29117200001201127
spatial_knn_ridge,MED,WCE,deploy,2.3172676112651827,1000,1092580,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,WCE,adapt,2.3770964695215224,1000,1092580,0.0017875999910756946,60000,0.21854278445243835,0.7503744959831238,0.29117200001201127
spatial_knn_ridge,MED,WCE,retrain,2.386439118385315,1000,1092580,0.46817760000703856,120000,,,0.29117200001201127
spatial_knn_ridge,MED,WNA,deploy,2.218284407212184,975,1063046,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,WNA,adapt,2.2196776497364046,975,1063046,0.0017234999977517873,60000,-0.030526816844940186,1.1669052839279175,0.29117200001201127
spatial_knn_ridge,MED,WNA,retrain,2.2216148833128124,975,1063046,0.46404969999275636,120000,,,0.29117200001201127
spatial_knn_ridge,MED,ENA,deploy,3.2376256872867715,522,565907,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,ENA,adapt,3.3288544695039364,522,565907,0.0016054000006988645,60000,0.2905672490596771,0.6641508936882019,0.29117200001201127
spatial_knn_ridge,MED,ENA,retrain,3.3073838761939856,522,565907,0.3404669000010472,120000,,,0.29117200001201127
spatial_knn_ridge,MED,CNA,deploy,2.4251428413881015,438,475057,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,CNA,adapt,2.4444030202142724,438,475057,0.0016598000074736774,60000,0.10935094952583313,0.781649649143219,0.29117200001201127
spatial_knn_ridge,MED,CNA,retrain,2.417191463382277,438,475057,0.32375900000624824,120000,,,0.29117200001201127
spatial_knn_ridge,MED,SAU,deploy,1.8027733975326234,351,379054,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,SAU,adapt,1.8252655018089163,351,379054,0.0016460000042570755,60000,0.11108407378196716,0.7865216732025146,0.29117200001201127
spatial_knn_ridge,MED,SAU,retrain,1.8284593691513409,351,379054,0.312544300002628,120000,,,0.29117200001201127
spatial_knn_ridge,MED,EAU,deploy,2.6024529013890945,241,260224,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,EAU,adapt,2.6199082378529908,241,260224,0.0018646000098669901,60000,0.05046328902244568,0.9209409356117249,0.29117200001201127
spatial_knn_ridge,MED,EAU,retrain,2.633165822978831,241,260224,0.26200169998628553,120000,,,0.29117200001201127
spatial_knn_ridge,MED,NWN,deploy,2.535598982553013,183,191293,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,NWN,adapt,2.526306652631916,183,191293,0.0014974000077927485,60000,-0.06808757781982422,1.3384919166564941,0.29117200001201127
spatial_knn_ridge,MED,NWN,retrain,2.508383575032969,183,191293,0.24159599999256898,120000,,,0.29117200001201127
spatial_knn_ridge,MED,NCA,deploy,1.2080667482482061,144,154432,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,NCA,adapt,1.1264188552482262,144,154432,0.0015582999913021922,60000,-0.10303455591201782,1.0616207122802734,0.29117200001201127
spatial_knn_ridge,MED,NCA,retrain,1.1164610642525885,144,154432,0.24943950001033954,120000,,,0.29117200001201127
spatial_knn_ridge,MED,EAS,deploy,6.42403029311787,110,113134,0.0,0,,,0.29117200001201127
spatial_knn_ridge,MED,EAS,adapt,6.509628415107727,110,113134,0.0013370000087888911,60000,0.1286221146583557,1.1135886907577515,0.29117200001201127
spatial_knn_ridge,MED,EAS,retrain,6.499321603775025,110,113134,0.22575959999812767,120000,,,0.29117200001201127
spatial_knn_ridge,EAU,NEU,deploy,2.4097651920318603,1000,1092528,0.0,0,,,0.26200169998628553
spatial_knn_ridge,EAU,NEU,adapt,2.460556004047394,1000,1092528,0.0016909999976633117,60000,0.1303592324256897,0.9594319462776184,0.26200169998628553
spatial_knn_ridge,EAU,NEU,retrain,2.46648766708374,1000,1092528,0.5056327000056626,120000,,,0.26200169998628553
spatial_knn_ridge,EAU,WCE,deploy,2.3311516423225402,1000,1092580,0.0,0,,,0.26200169998628553
spatial_knn_ridge,EAU,WCE,adapt,2.3782869026660918,1000,1092580,0.0018149999959859997,60000,0.174320250749588,0.8051907420158386,0.26200169998628553
spatial_knn_ridge,EAU,WCE,retrain,2.386439118385315,1000,1092580,0.46817760000703856,120000,,,0.26200169998628553
spatial_knn_ridge,EAU,WNA,deploy,2.2426933410840157,975,1063046,0.0,0,,,0.26200169998628553
spatial_knn_ridge,EAU,WNA,adapt,2.2163518598752145,975,1063046,0.0017711000109557062,60000,-0.09283339977264404,1.213258147239685,0.26200169998628553
