target_region,budget_retrains,budget_fraction,policy,mean_mae
EAS,20,0.6666666666666666,mmd,6.45006848494212
EAS,20,0.6666666666666666,wasserstein,6.452391663320139
EAS,20,0.6666666666666666,distance,6.442365847428641
EAS,20,0.6666666666666666,mean_shift,6.452754297978952
EAS,20,0.6666666666666666,kl_source_target,6.461683817632272
EAS,20,0.6666666666666666,oracle,6.4383223823345075
EAS,20,0.6666666666666666,random_expected,6.451267845317571
EAS,21,0.7,action_value,6.445142298972969
EAS,21,0.7,mmd,6.450190698305767
EAS,21,0.7,wasserstein,6.452213024226103
EAS,21,0.7,distance,6.442897997697195
EAS,21,0.7,mean_shift,6.452213024226103
EAS,21,0.7,kl_source_target,6.461191682598809
EAS,21,0.7,oracle,6.437956523100536
EAS,21,0.7,random_expected,6.450005458788438
EAS,22,0.7333333333333333,action_value,6.444031824704373
EAS,22,0.7333333333333333,mmd,6.449824839071796
EAS,22,0.7333333333333333,wasserstein,6.451699937618142
EAS,22,0.7333333333333333,distance,6.442359645366669
EAS,22,0.7333333333333333,mean_shift,6.451699937618142
EAS,22,0.7333333333333333,kl_source_target,6.460678595990847
EAS,22,0.7333333333333333,oracle,6.437612962722779
EAS,22,0.7333333333333333,random_expected,6.448743072259306
EAS,23,0.7666666666666667,action_value,6.443539689670911
EAS,23,0.7666666666666667,mmd,6.449646199977761
EAS,23,0.7666666666666667,wasserstein,6.449440603689715
EAS,23,0.7666666666666667,distance,6.441948007742565
EAS,23,0.7666666666666667,mean_shift,6.449440603689715
EAS,23,0.7666666666666667,kl_source_target,6.4609369304685895
EAS,23,0.7666666666666667,oracle,6.437341499328614
EAS,23,0.7666666666666667,random_expected,6.447480685730174
EAS,24,0.8,action_value,6.439507554661145
EAS,24,0.8,mmd,6.449698938167458
EAS,24,0.8,wasserstein,6.449698938167458
EAS,24,0.8,distance,6.441421611309052
EAS,24,0.8,mean_shift,6.449698938167458
EAS,24,0.8,kl_source_target,6.458677596540164
EAS,24,0.8,oracle,6.437162860234579
EAS,24,0.8,random_expected,6.446218299201041
EAS,25,0.8333333333333334,action_value,6.438802170608984
EAS,25,0.8333333333333334,mmd,6.4489935541152965
EAS,25,0.8333333333333334,wasserstein,6.4489935541152965
EAS,25,0.8333333333333334,distance,6.440929851820976
EAS,25,0.8333333333333334,mean_shift,6.4489935541152965
EAS,25,0.8333333333333334,kl_source_target,6.452010300448448
EAS,25,0.8333333333333334,oracle,6.4372155984242765
EAS,25,0.8333333333333334,random_expected,6.444955912671908
EAS,26,0.8666666666666667,action_value,6.438436311375012
EAS,26,0.8666666666666667,mmd,6.449403236707053
EAS,26,0.8666666666666667,wasserstein,6.449403236707053
EAS,26,0.8666666666666667,distance,6.441035852721244
EAS,26,0.8666666666666667,mean_shift,6.449403236707053
EAS,26,0.8666666666666667,kl_source_target,6.4508325301517155
EAS,26,0.8666666666666667,oracle,6.437321599324545
EAS,26,0.8666666666666667,random_expected,6.443693526142776
EAS,27,0.9,action_value,6.438845993966768
EAS,27,0.9,mmd,6.449131773312888
EAS,27,0.9,wasserstein,6.449131773312888
EAS,27,0.9,distance,6.441158066084892
EAS,27,0.9,mean_shift,6.449131773312888
EAS,27,0.9,kl_source_target,6.4481898032535225
EAS,27,0.9,oracle,6.437443812688192
EAS,27,0.9,random_expected,6.442431139613643
EAS,28,0.9333333333333333,action_value,6.438898732156465
EAS,28,0.9333333333333333,mmd,6.447954003016155
EAS,28,0.9333333333333333,wasserstein,6.447954003016155
EAS,28,0.9333333333333333,distance,6.44064497947693
EAS,28,0.9333333333333333,mean_shift,6.447954003016155
EAS,28,0.9333333333333333,kl_source_target,6.447169891993206
EAS,28,0.9333333333333333,oracle,6.437702147165935
EAS,28,0.9333333333333333,random_expected,6.4411687530845105
EAS,29,0.9666666666666667,action_value,6.438385645548504
EAS,29,0.9666666666666667,mmd,6.445311276117962
EAS,29,0.9666666666666667,wasserstein,6.445311276117962
EAS,29,0.9666666666666667,distance,6.4409033139546725
EAS,29,0.9666666666666667,mean_shift,6.445311276117962
EAS,29,0.9666666666666667,kl_source_target,6.44342646598816
EAS,29,0.9666666666666667,oracle,6.438111829757691
EAS,29,0.9666666666666667,random_expected,6.439906366555378
EAS,30,1.0,action_value,6.438643980026246
EAS,30,1.0,mmd,6.438643980026246
EAS,30,1.0,wasserstein,6.438643980026246
EAS,30,1.0,distance,6.438643980026246
EAS,30,1.0,mean_shift,6.438643980026246
EAS,30,1.0,kl_source_target,6.438643980026246
EAS,30,1.0,oracle,6.438643980026246
EAS,30,1.0,random_expected,6.438643980026246
EAU,0,0.0,action_value,2.489842413883157
EAU,0,0.0,mmd,2.489842413883157
EAU,0,0.0,wasserstein,2.489842413883157
EAU,0,0.0,distance,2.489842413883157
EAU,0,0.0,mean_shift,2.489842413883157
EAU,0,0.0,kl_source_target,2.489842413883157
EAU,0,0.0,oracle,2.489842413883157
EAU,0,0.0,random_expected,2.489842413883157
EAU,1,0.03333333333333333,action_value,2.4896953175671372
EAU,1,0.03333333333333333,mmd,2.4902494965252537
EAU,1,0.03333333333333333,wasserstein,2.490253789065455
EAU,1,0.03333333333333333,distance,2.4902316206388617
EAU,1,0.03333333333333333,mean_shift,2.490253789065455
EAU,1,0.03333333333333333,kl_source_target,2.490334540481884
EAU,1,0.03333333333333333,oracle,2.488989741624144
EAU,1,0.03333333333333333,random_expected,2.489769118597784
EAU,2,0.06666666666666667,action_value,2.488892776788023
EAU,2,0.06666666666666667,mmd,2.4899719772991795
EAU,2,0.06666666666666667,wasserstein,2.490138267316594
EAU,2,0.06666666666666667,distance,2.4902141763461576
EAU,2,0.06666666666666667,mean_shift,2.490138267316594
EAU,2,0.06666666666666667,kl_source_target,2.4902939298505773
EAU,2,0.06666666666666667,oracle,2.4881872008450303
EAU,2,0.06666666666666667,random_expected,2.489695823312411
EAU,3,0.1,action_value,2.4887793610699447
