source_region,target_region,model,n_stations,n_cells,mae_mean,brier_mean,mae_out_minus_in_mean,brier_out_minus_in_mean,run_tag,seed_index,source_in_region_mae,source_in_region_brier,abs_degradation
CNA,NWN,spatial_knn_ridge,183,36,2.5898239767723976,0.241864400120283,0.0731320709750723,-0.0037554038492623,all_viable_min100_full_s1,1,2.355174814899012,0.2024615462717764,0.0731320709750723
CNA,SAU,spatial_knn_ridge,351,13,2.012244751712771,0.2385624029329049,-0.0169310733288248,0.0010261725641622,all_viable_min100_full_s1,1,2.355174814899012,0.2024615462717764,0.0169310733288248
CNA,WCE,spatial_knn_ridge,1000,14,2.194144367226997,0.2963284684525583,-0.0742673931939659,-0.0066442975977378,all_viable_min100_full_s1,1,2.355174814899012,0.2024615462717764,0.0742673931939659
CNA,WNA,spatial_knn_ridge,975,17,2.177857973243208,0.2268366564965112,0.0265251227854711,-0.0044417919699726,all_viable_min100_full_s1,1,2.355174814899012,0.2024615462717764,0.0265251227854711
EAS,CNA,spatial_knn_ridge,438,14,2.5086309050344826,0.229262491352169,0.1534560901354699,0.0268009450803926,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.1534560901354699
EAS,EAU,spatial_knn_ridge,241,6,3.079259955196032,0.2446963616620083,0.0889703514983311,0.0133403194995753,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.0889703514983311
EAS,ENA,spatial_knn_ridge,522,21,3.46814759990383,0.3229935748163993,0.0668968377937963,0.012494843646998,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.0668968377937963
EAS,MED,spatial_knn_ridge,328,19,1.999593472560797,0.1992902850753454,0.127402382389056,0.0124349050264629,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.127402382389056
EAS,NCA,spatial_knn_ridge,144,7,1.3840060887215528,0.1269227484085725,0.2415486644726835,0.0170739147239919,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.2415486644726835
EAS,NEU,spatial_knn_ridge,1000,28,2.380972886158024,0.3056023167477182,-0.0045362199668121,0.001603603672432,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.0045362199668121
EAS,NWN,spatial_knn_ridge,183,36,2.602117984570587,0.2537981518388178,0.0854260787732614,0.0081783478692725,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.0854260787732614
EAS,SAU,spatial_knn_ridge,351,13,2.1241516338672604,0.2560878222549184,0.0949758088256644,0.0185515918861758,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.0949758088256644
EAS,WCE,spatial_knn_ridge,1000,14,2.2811316335214475,0.3074150919519187,0.0127198731004842,0.0044423259016225,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.0127198731004842
EAS,WNA,spatial_knn_ridge,975,17,2.228965464160784,0.2366928652160783,0.077632613703048,0.0054144167495944,all_viable_min100_full_s1,1,6.254005857029572,0.245825316293814,0.077632613703048
EAU,CNA,spatial_knn_ridge,438,14,2.389109294455471,0.2101274567447361,0.0339344795564586,0.0076659104729596,all_viable_min100_full_s1,1,2.990289603697701,0.231356042162433,0.0339344795564586
EAU,EAS,spatial_knn_ridge,110,16,6.212304019794879,0.234873465720075,-0.0417018372346935,-0.0109518505737389,all_viable_min100_full_s1,1,2.990289603697701,0.231356042162433,0.0417018372346935
EAU,ENA,spatial_knn_ridge,522,21,3.3511094463416,0.3035556587481011,-0.0501413157684342,-0.0069430724213001,all_viable_min100_full_s1,1,2.990289603697701,0.231356042162433,0.0501413157684342
EAU,MED,spatial_knn_ridge,328,19,1.905546776938613,0.1861120306589289,0.033355686766872,-0.0007433493899534,all_viable_min100_full_s1,1,2.990289603697701,0.231356042162433,0.033355686766872
