forecast_model,policy,n_pairs,point_r2,alpha,target_coverage,empirical_coverage,mean_bound_width,deploy_rate,adapt_rate,retrain_rate,unsafe_deploy_rate,mean_cost
spatial_knn_ridge,reliability_fusion_3src_global,110,0.9249979081503018,0.05,0.95,0.9656363636363636,0.05614622380715536,0.1306060606060606,0.07151515151515152,0.797878787878788,0.0,0.8318787878787878
spatial_knn_ridge,reliability_fusion_3src_conflict3,110,0.9249979081503018,0.2,0.8,0.8283030303030303,0.024845864721553097,0.2865454545454545,0.11824242424242426,0.5952121212121211,0.0007223942208462332,0.38945454545454544
spatial_knn_ridge,reliability_fusion_3src_conflict3,110,0.9249979081503018,0.1,0.9,0.9371515151515151,0.03551629942169118,0.2150909090909091,0.1303030303030303,0.6546060606060606,0.0,0.4920606060606061
spatial_knn_ridge,reliability_fusion_3src_conflict3,110,0.9249979081503018,0.05,0.95,0.9463030303030302,0.039960343259168925,0.19406060606060607,0.09836363636363638,0.7075757575757575,0.0,0.5688484848484848
spatial_knn_ridge,three_source_concat_conflict3,110,0.9377043406334085,0.2,0.8,0.8233333333333334,0.011204348657561213,0.3424848484848485,0.10787878787878787,0.5496363636363636,0.028073324857814694,0.30078787878787877
spatial_knn_ridge,three_source_concat_conflict3,110,0.9377043406334085,0.1,0.9,0.9422424242424241,0.019327387135001234,0.3096363636363636,0.10060606060606062,0.5897575757575757,0.01653448536551915,0.37406060606060604
spatial_knn_ridge,three_source_concat_conflict3,110,0.9377043406334085,0.05,0.95,0.9429696969696969,0.025981282162304498,0.2712121212121212,0.0789090909090909,0.649878787878788,0.007789326256818517,0.47618181818181826
stgcn_diffusion,reliability_fusion_2src_conflict2,110,0.6556508927384954,0.2,0.8,0.8315757575757575,0.02855604150009461,0.0005454545454545455,0.0986060606060606,0.9008484848484848,0.0,0.610969696969697
stgcn_diffusion,reliability_fusion_2src_conflict2,110,0.6556508927384954,0.1,0.9,0.9313939393939394,0.07106997542098258,0.0,0.021151515151515154,0.978848484848485,0.0,0.7319393939393939
stgcn_diffusion,reliability_fusion_2src_conflict2,110,0.6556508927384954,0.05,0.95,0.9535151515151515,0.07007852465907388,0.0,0.0035151515151515154,0.9964848484848484,0.0,0.7532727272727272
stgcn_diffusion,three_source_concat_conflict2,110,0.6468846719786074,0.2,0.8,0.8318181818181818,0.01618997883250763,0.02521212121212121,0.17957575757575756,0.7952121212121213,0.001763668430335097,0.4075757575757576
stgcn_diffusion,three_source_concat_conflict2,110,0.6468846719786074,0.1,0.9,0.9341818181818181,0.02789514993608992,0.005818181818181818,0.14854545454545454,0.8456363636363636,0.0,0.5116363636363636
stgcn_diffusion,three_source_concat_conflict2,110,0.6468846719786074,0.05,0.95,0.9507272727272729,0.02918230277329027,0.0014545454545454542,0.11690909090909092,0.8816363636363637,0.0,0.546
stgcn_diffusion,reliability_fusion_3src_global,110,0.6840583431960036,0.2,0.8,0.8051515151515152,0.024653036701693568,0.0,6.0606060606060605e-05,0.999939393939394,0.0,0.7761212121212121
stgcn_diffusion,reliability_fusion_3src_global,110,0.6840583431960036,0.1,0.9,0.9121818181818181,0.041567361361141524,0.0,0.0,1.0,0.0,0.7767878787878789
stgcn_diffusion,reliability_fusion_3src_global,110,0.6840583431960036,0.05,0.95,0.9643030303030303,0.06335906885768404,0.0,0.0,1.0,0.0,0.7683030303030304
stgcn_diffusion,reliability_fusion_3src_conflict3,110,0.6840583431960036,0.2,0.8,0.8415757575757575,0.024475944489769887,0.027818181818181825,0.16048484848484848,0.8116969696969698,0.0,0.4061212121212121
stgcn_diffusion,reliability_fusion_3src_conflict3,110,0.6840583431960036,0.1,0.9,0.9347272727272727,0.03988896989865289,0.003636363636363636,0.13145454545454546,0.8649090909090908,0.0,0.5118181818181817
