term,coef_standardized,robust_se,p_value,ci_low,ci_high,n,r2
conflict_z,0.6369703183272694,0.15710153157781873,5.023869773659772e-05,0.32905697451866267,0.944883662135876,660,0.6465495316340801
predicted_severity_z,-0.08184914415859293,0.13138809108032937,0.5333127137655471,-0.33936507067350685,0.17566678235632097,660,0.6465495316340801
shift_magnitude_z,-0.07430625421810616,0.023361404917402986,0.0014690593426831813,-0.12009376648447292,-0.02851874195173939,660,0.6465495316340801
