canonical_station_uid,source_region,target_region,cell5,mae_out_minus_in,risk_class,p_safe,p_moderate,p_high,predicted_risk_class,recommendation
eur_ecad_01::184,MED,NEU,55_10,-0.0886631734487495,safe,0.8787722482607857,0.05630586318195148,0.06492188855726279,safe,deploy
eur_ecad_01::184,WCE,NEU,55_10,-0.0379487049462747,safe,0.6920772375321238,0.27399765162813616,0.033925110839740036,safe,deploy
eur_ecad_01::185,MED,NEU,65_20,-0.1189227656199829,safe,0.8714334847733521,0.08264867802503395,0.04591783720161442,safe,deploy
eur_ecad_01::185,WCE,NEU,65_20,-0.1270548581918946,safe,0.7720917996877505,0.15414495597909977,0.07376324433314986,safe,deploy
eur_ecad_01::451,MED,NEU,50_0,-0.157145897870468,safe,0.9900057160348456,0.007706749924281916,0.002287534040872368,safe,deploy
eur_ecad_01::451,WCE,NEU,50_0,0.0065643015446803,moderate,0.9584080330739411,0.04136550266866714,0.00022646425739209243,safe,deploy
eur_ecad_01::453,MED,NEU,50_5,-0.1343087394460851,safe,0.995631796950684,0.004046859185038797,0.0003213438642770349,safe,deploy
eur_ecad_01::453,WCE,NEU,50_5,-0.0612679976380983,safe,0.9004340789682127,0.09944674489496501,0.00011917613682218145,safe,deploy
eur_ecad_01::454,MED,WCE,50_5,-0.1091625078735138,safe,0.8041169322631754,0.19455430762207424,0.001328760114749787,safe,deploy
eur_ecad_01::454,NEU,WCE,50_5,0.0540618473701997,moderate,0.007066826741125796,0.9909222990498677,0.0020108742090062222,moderate,adapt
eur_ecad_01::464,MED,WCE,50_5,-0.1040878216335312,safe,0.8511711308294534,0.14805384924330356,0.0007750199272434326,safe,deploy
eur_ecad_01::464,NEU,WCE,50_5,0.0630473490670278,moderate,0.0013007657671409959,0.9970059505425862,0.0016932836902729283,moderate,adapt
eur_ecad_01::302,MED,NEU,55_10,-0.0946268692968157,safe,0.9651476509523571,0.027571733414479296,0.007280615633163973,safe,deploy
eur_ecad_01::302,WCE,NEU,55_10,-0.0492318639564755,safe,0.9448487433904083,0.04910241618173176,0.006048840427859833,safe,deploy
eur_ecad_01::303,MED,NEU,55_5,-0.0974666499528833,safe,0.9979568193838342,0.0017620073410551495,0.0002811732751107997,safe,deploy
eur_ecad_01::303,WCE,NEU,55_5,0.0018071805268466,moderate,0.9840555095278077,0.015944490472192145,0.0,safe,deploy
eur_ecad_01::304,MED,NEU,55_5,-0.1136896052084366,safe,0.9922979575385198,0.006537187227447976,0.001164855234032268,safe,deploy
eur_ecad_01::304,WCE,NEU,55_5,0.005110281036722,moderate,0.9012451861492845,0.097941365105323,0.0008134487453927479,safe,deploy
eur_ecad_01::305,MED,NEU,55_10,-0.0946268692968157,safe,0.9651476509523571,0.027571733414479296,0.007280615633163973,safe,deploy
eur_ecad_01::305,WCE,NEU,55_10,-0.0492318639564755,safe,0.9448487433904083,0.04910241618173176,0.006048840427859833,safe,deploy
eur_ecad_01::307,MED,NEU,55_5,-0.1049415771315422,safe,0.9976113369953277,0.0017297266041310414,0.0006589364005414248,safe,deploy
eur_ecad_01::307,WCE,NEU,55_5,0.0086318269834908,moderate,0.9825700099704577,0.01709044244396104,0.0003395475855812234,safe,deploy
eur_ecad_01::309,WCE,MED,35_-5,0.1611150011022175,high,0.01191078880171655,0.267346917580486,0.7207422936177973,high,retrain
eur_ecad_01::309,NEU,MED,35_-5,0.3308818378247262,high,0.0049696429311736215,0.003007719952003849,0.9920226371168227,high,retrain
eur_ecad_01::189,MED,NEU,70_-10,-0.107255264998415,safe,0.980628287512084,0.018943629537191545,0.00042808295072474685,safe,deploy
eur_ecad_01::189,WCE,NEU,70_-10,-0.0237888522838902,safe,0.9816518400242678,0.01834815997573214,0.0,safe,deploy
eur_ecad_01::191,MED,NEU,60_5,-0.0516612926223447,safe,0.8125925700655106,0.08941693363427343,0.09799049630021571,safe,deploy
eur_ecad_01::191,WCE,NEU,60_5,-0.1175953315362927,safe,0.6682358479032378,0.20068894499878678,0.13107520709797488,safe,deploy
eur_ecad_01::193,MED,NEU,55_10,-0.0877088351831916,safe,0.766251985284869,0.14497595092770693,0.08877206378742424,safe,deploy
eur_ecad_01::193,WCE,NEU,55_10,-0.0690729932820728,safe,0.6974395627151907,0.2533159864710894,0.049244450813720184,safe,deploy
eur_ecad_01::696,MED,WCE,50_10,-0.0173363340347414,safe,0.6527191696789901,0.3401751050369851,0.007105725284025241,safe,deploy
eur_ecad_01::696,NEU,WCE,50_10,0.0750362168143907,moderate,0.008131738813359202,0.9577874707726995,0.03408079041394137,moderate,adapt
eur_ecad_01::702,MED,NEU,60_20,-0.096040543057041,safe,0.9953329429135541,0.003256972547277397,0.0014100845391685289,safe,deploy
eur_ecad_01::702,WCE,NEU,60_20,-0.0619817599522076,safe,0.9824363324047077,0.01665406473870806,0.0009096028565842702,safe,deploy
eur_ecad_01::703,MED,NEU,60_25,-0.0864449581851776,safe,0.9910234386435938,0.008976561356406253,0.0,safe,deploy
eur_ecad_01::703,WCE,NEU,60_25,-0.0474957607236112,safe,0.9885556988729154,0.011444301127084626,0.0,safe,deploy
eur_ecad_01::468,MED,NEU,50_5,-0.0989163921466196,safe,0.9834085641689455,0.015466114412468068,0.0011253214185859112,safe,deploy
eur_ecad_01::468,WCE,NEU,50_5,-0.0126533675174895,safe,0.9381128945284144,0.05971216804888289,0.0021749374227031538,safe,deploy
eur_ecad_01::469,MED,NEU,55_5,-0.1192880372660019,safe,0.9512617939729485,0.04279962499817381,0.005938581028877861,safe,deploy
eur_ecad_01::469,WCE,NEU,55_5,-0.0524465536376879,safe,0.9878734022938483,0.009442249191937226,0.0026843485142145447,safe,deploy
eur_ecad_01::324,MED,WCE,50_10,-0.0333604935943037,safe,0.5672889000221896,0.4276747903186221,0.005036309659188405,safe,deploy
eur_ecad_01::324,NEU,WCE,50_10,0.0822111556742095,moderate,0.01179309036644476,0.9445415018179644,0.04366540781559088,moderate,adapt
eur_ecad_01::326,WCE,MED,35_25,0.1383966295900531,high,6.571271974438879e-05,0.053391366460993274,0.9465429208192625,high,retrain
eur_ecad_01::326,NEU,MED,35_25,0.3026590944936402,high,3.7674337019660056e-05,5.109371847605545e-05,0.9999112319445044,high,retrain
eur_ecad_01::194,MED,NEU,55_0,-0.0838709591075508,safe,0.9000028305349362,0.09232876383478414,0.007668405630280242,safe,deploy
eur_ecad_01::194,WCE,NEU,55_0,0.0612861231263472,moderate,0.21047442028020144,0.7764052440725449,0.013120335647253352,moderate,adapt
eur_ecad_01::195,MED,NEU,70_30,-0.2005072116258204,safe,0.9592733051910145,0.04072669480898521,0.0,safe,deploy
eur_ecad_01::195,WCE,NEU,70_30,-0.0274635098299418,safe,0.7204402701719225,0.27886874226092645,0.0006909875671506098,safe,deploy
eur_ecad_01::196,MED,NEU,60_5,-0.0969027549843764,safe,0.7576063458634357,0.14133544785145166,0.10105820628511256,safe,deploy
eur_ecad_01::196,WCE,NEU,60_5,-0.1150258866531603,safe,0.623867331858606,0.15526118808905431,0.22087148005233956,safe,deploy
eur_ecad_01::1040,MED,NEU,60_10,-0.0609037734699851,safe,0.9559160379782891,0.04253551409741357,0.0015484479242976247,safe,deploy
eur_ecad_01::1040,WCE,NEU,60_10,-0.0942645911760409,safe,0.9628316821457817,0.03375800514953945,0.003410312704678913,safe,deploy
eur_ecad_01::1041,MED,NEU,55_5,-0.0949425879298879,safe,0.9320147150218705,0.03202658553028707,0.03595869944784279,safe,deploy
eur_ecad_01::1041,WCE,NEU,55_5,-0.0668871654185405,safe,0.8877112894442719,0.07667792328178519,0.035610787273943005,safe,deploy
eur_ecad_01::1043,MED,NEU,55_5,-0.1200395885958496,safe,0.9018231519501884,0.03747593451536748,0.060700913534444026,safe,deploy
eur_ecad_01::1043,WCE,NEU,55_5,-0.0342130620691976,safe,0.776462219306538,0.17079948862354266,0.05273829206991957,safe,deploy
eur_ecad_01::1044,MED,NEU,55_5,-0.1526892338316829,safe,0.9219341556737807,0.07378826223808337,0.004277582088136698,safe,deploy
eur_ecad_01::1044,WCE,NEU,55_5,0.0205308044036627,moderate,0.4052291792757548,0.5912167097847483,0.0035541109394970046,moderate,deploy
eur_ecad_01::1045,MED,NEU,55_5,-0.1226172335330164,safe,0.947764075185287,0.046784855095478806,0.005451069719234753,safe,deploy
eur_ecad_01::1045,WCE,NEU,55_5,0.0121664042835005,moderate,0.4998450190832149,0.49597666082326675,0.004178320093518131,safe,deploy
eur_ecad_01::1046,MED,NEU,55_5,-0.0604062650837331,safe,0.9143450932776642,0.07527493501811006,0.010379971704225398,safe,deploy
eur_ecad_01::1046,WCE,NEU,55_5,0.0355383086847829,moderate,0.19113542944480175,0.8020135578238666,0.00685101273133059,moderate,adapt
eur_ecad_01::1048,MED,NEU,60_10,-0.0996051341491979,safe,0.8500935052823188,0.06746154223272698,0.08244495248495418,safe,deploy
eur_ecad_01::1048,WCE,NEU,60_10,-0.0725932952265178,safe,0.7151798041596099,0.23854352132695203,0.046276674513437886,safe,deploy
eur_ecad_01::1049,MED,NEU,60_5,0.0263795923439298,moderate,0.8389124567988341,0.08792010375150713,0.07316743944965848,safe,deploy
eur_ecad_01::1049,WCE,NEU,60_5,0.065333087293891,moderate,0.03231728347882241,0.9410448074632043,0.02663790905797318,moderate,adapt
eur_ecad_01::1051,MED,NEU,60_5,-0.1276276007990668,safe,0.872835621696301,0.04090690944467715,0.08625746885902169,safe,deploy
eur_ecad_01::1051,WCE,NEU,60_5,-0.0137890147284887,safe,0.614918811085709,0.322275570587575,0.06280561832671676,safe,deploy
eur_ecad_01::1052,MED,NEU,60_10,-0.0436969455639628,safe,0.991885867293144,0.007517616164615854,0.0005965165422402484,safe,deploy
eur_ecad_01::1052,WCE,NEU,60_10,-0.0481445752715536,safe,0.7679481224001297,0.2320381267533039,1.3750846566532435e-05,safe,deploy
eur_ecad_01::1053,MED,NEU,60_10,-0.0243911198218462,safe,0.845331380071023,0.14777086954888732,0.006897750380089444,safe,deploy
eur_ecad_01::1053,WCE,NEU,60_10,-0.102389397788035,safe,0.7130461482372246,0.2799785886525744,0.006975263110201033,safe,deploy
eur_ecad_01::2,MED,NEU,60_15,-0.0764845290200137,safe,0.9671421600750991,0.031505597264228184,0.0013522426606725126,safe,deploy
eur_ecad_01::2,WCE,NEU,60_15,-0.1002342777187426,safe,0.9811583971485512,0.01808255811583364,0.0007590447356150805,safe,deploy
eur_ecad_01::4,MED,NEU,55_15,-0.0789933180552759,safe,0.9130160797304093,0.05705541221897107,0.02992850805061971,safe,deploy
eur_ecad_01::4,WCE,NEU,55_15,-0.0912372913029608,safe,0.8660895767469505,0.08792498049265318,0.04598544276039602,safe,deploy
eur_ecad_01::5,MED,NEU,55_15,-0.0466502980748555,safe,0.9130160797304093,0.05705541221897107,0.02992850805061971,safe,deploy
eur_ecad_01::5,WCE,NEU,55_15,-0.0961910810289543,safe,0.8660895767469505,0.08792498049265318,0.04598544276039602,safe,deploy
eur_ecad_01::1055,MED,NEU,60_5,-0.0769792548417513,safe,0.9520673091224259,0.045309250222713655,0.002623440654861181,safe,deploy
eur_ecad_01::1055,WCE,NEU,60_5,0.0293465356330102,moderate,0.40123939306718986,0.5973324196307157,0.0014281873020939864,moderate,deploy
eur_ecad_01::1057,MED,NEU,65_15,-0.1325738362579671,safe,0.9934776816598622,0.006200974475860772,0.0003213438642770349,safe,deploy
eur_ecad_01::1057,WCE,NEU,65_15,-0.0535840390049853,safe,0.939620226481409,0.05982512215342754,0.0005546513651637406,safe,deploy
eur_ecad_01::1127,MED,NEU,60_25,-0.1567253587101595,safe,0.9964806710573493,0.0035193289426505374,0.0,safe,deploy
eur_ecad_01::1127,WCE,NEU,60_25,-0.0639537065618633,safe,0.9670160481264377,0.032365964097287064,0.0006179877762751734,safe,deploy
eur_ecad_01::1139,MED,NEU,55_30,-0.1141678681132969,safe,0.9828053503323272,0.016237618887323543,0.0009570307803495777,safe,deploy
eur_ecad_01::1139,WCE,NEU,55_30,-0.0440562131746853,safe,0.9693649895540166,0.030635010445983456,0.0,safe,deploy
eur_ecad_01::855,WCE,MED,40_5,0.1504428747288102,high,2.6479454233771858e-05,0.0191270649499253,0.9808464555958416,high,retrain
eur_ecad_01::855,NEU,MED,40_5,0.2866936121447825,high,3.9443114732202697e-05,7.579311976371625e-05,0.999884763765504,high,retrain
eur_ecad_01::856,WCE,MED,40_10,0.1942416866172678,high,0.004776507137167557,0.029490932019632772,0.9657325608432001,high,retrain
eur_ecad_01::856,NEU,MED,40_10,0.2873687169232921,high,0.010038466158911095,0.013358522278721858,0.9766030115623672,high,retrain
eur_ecad_01::857,WCE,MED,40_10,0.1449628053476082,high,0.007246396655148229,0.16950550282378812,0.8232481005210628,high,retrain
eur_ecad_01::857,NEU,MED,40_10,0.2676446514043671,high,0.0023914425869613655,0.007478838599035908,0.9901297188140028,high,retrain
eur_ecad_01::859,WCE,MED,40_10,0.1987962391770166,high,0.0014664929637325662,0.010596511398395209,0.9879369956378723,high,retrain
eur_ecad_01::859,NEU,MED,40_10,0.2741027247954708,high,0.0014368830767609324,0.00196991195257861,0.9965932049706607,high,retrain
eur_ecad_01::860,WCE,MED,40_10,0.1490139209189758,high,0.0054567581892332375,0.07133426914337362,0.9232089726673929,high,retrain
eur_ecad_01::860,NEU,MED,40_10,0.2839593565193632,high,0.003889155450132294,0.009920871429049589,0.9861899731208185,high,retrain
eur_ecad_01::328,MED,NEU,65_15,-0.1493198687850867,safe,0.9225510773533668,0.06984721368655954,0.0076017089600740675,safe,deploy
eur_ecad_01::328,WCE,NEU,65_15,0.0102911866479602,moderate,0.48785528897179053,0.5092179923894203,0.0029267186387891084,moderate,deploy
eur_ecad_01::330,MED,NEU,60_5,-0.0352746383662627,safe,0.9395595769520293,0.05146322059071911,0.008977202457252271,safe,deploy
eur_ecad_01::330,WCE,NEU,60_5,-0.1127888201909637,safe,0.934836806203673,0.0499492835826701,0.015213910213657107,safe,deploy
eur_ecad_01::332,MED,WCE,50_15,-0.0609771001810108,safe,0.6512975765181913,0.34661585880446955,0.0020865646773384613,safe,deploy
eur_ecad_01::332,NEU,WCE,50_15,0.0352318656141523,moderate,0.002879257174923344,0.9942726469167783,0.0028480959082983507,moderate,adapt
eur_ecad_01::1143,MED,NEU,55_30,-0.1350135150497355,safe,0.9568246000628227,0.04264558244711943,0.0005298174900570253,safe,deploy
eur_ecad_01::1143,WCE,NEU,55_30,-0.03257002929764,safe,0.8338839876491214,0.16611601235087878,0.0,safe,deploy
eur_ecad_01::1145,MED,NEU,55_25,-0.1039952739292298,safe,0.9741993082804484,0.025800691719551405,0.0,safe,deploy
eur_ecad_01::1145,WCE,NEU,55_25,-0.0664704174544392,safe,0.9706296858749152,0.028489843845413997,0.0008804702796708553,safe,deploy
eur_ecad_01::707,MED,NEU,60_20,-0.0838279388910105,safe,0.9976114758297724,0.001960441219502765,0.00042808295072474685,safe,deploy
eur_ecad_01::707,WCE,NEU,60_20,-0.0663005042243818,safe,0.9972830185985774,0.0027169814014224923,0.0,safe,deploy
eur_ecad_01::708,MED,NEU,60_20,-0.0827035115814345,safe,0.9945557882954124,0.005163038429476837,0.0002811732751107997,safe,deploy
eur_ecad_01::708,WCE,NEU,60_20,-0.0676239776633114,safe,0.9950470069700116,0.0049529930299882655,0.0,safe,deploy
eur_ecad_01::713,MED,NEU,60_20,-0.0562642032306608,safe,0.9901399426459613,0.009578884078927695,0.0002811732751107997,safe,deploy
eur_ecad_01::713,WCE,NEU,60_20,-0.0542585729021141,safe,0.9917374490346861,0.008262550965313973,0.0,safe,deploy
eur_ecad_01::1077,MED,NEU,65_35,-0.1347338278515089,safe,0.964962758281837,0.033967195755529526,0.0010700459626333185,safe,deploy
eur_ecad_01::1077,WCE,NEU,65_35,-0.0894270342114444,safe,0.953085058122903,0.04575838755690176,0.0011565543201953888,safe,deploy
eur_ecad_01::1280,MED,WCE,50_35,-0.0768844419003698,safe,0.5076580597078336,0.37734587786897206,0.11499606242319423,safe,deploy
eur_ecad_01::1280,NEU,WCE,50_35,0.0958555190121943,moderate,0.07739000617977763,0.5087184065786831,0.41389158724153985,moderate,adapt
eur_ecad_01::1287,MED,WCE,50_35,-0.1122624247050372,safe,0.9048369943012826,0.07734309346966911,0.017819912229048374,safe,deploy
eur_ecad_01::1287,NEU,WCE,50_35,0.079619597188687,moderate,0.05036170920575878,0.8379358946656318,0.11170239612860972,moderate,adapt
eur_ecad_01::470,MED,NEU,50_5,-0.119965094198712,safe,0.9854905270643373,0.013458125080498934,0.0010513478551634012,safe,deploy
eur_ecad_01::470,WCE,NEU,50_5,-0.0220218783621306,safe,0.5338585942970663,0.46396820886840656,0.002173196834527718,safe,deploy
eur_ecad_01::471,MED,NEU,50_10,-0.1239272726379256,safe,0.9831665283556628,0.01600414782866072,0.0008293238156766396,safe,deploy
eur_ecad_01::471,WCE,NEU,50_10,-0.0846294660486401,safe,0.9947769306493699,0.004977449060751385,0.0002456202898786609,safe,deploy
eur_ecad_01::472,MED,NEU,50_10,-0.1221470137568814,safe,0.9616501493046201,0.035927253348841254,0.0024225973465386097,safe,deploy
eur_ecad_01::472,WCE,NEU,50_10,-0.0804751581240768,safe,0.9952693196549374,0.0041403772981048696,0.0005903030469577016,safe,deploy
eur_ecad_01::473,MED,WCE,50_10,-0.0033559925682258,safe,0.5115236716734525,0.4736509208332454,0.014825407493302146,safe,deploy
eur_ecad_01::473,NEU,WCE,50_10,0.0718501547609946,moderate,0.004612915426694189,0.9769017966746879,0.018485287898617923,moderate,adapt
eur_ecad_01::474,MED,NEU,50_5,-0.0932057735434628,safe,0.9827006695202001,0.016977986615522894,0.0003213438642770349,safe,deploy
eur_ecad_01::474,WCE,NEU,50_5,-0.0170073096765541,safe,0.7777849168237795,0.22209590703939808,0.00011917613682218145,safe,deploy
eur_ecad_01::475,MED,WCE,50_10,-0.0691971531560291,safe,0.798492187807768,0.19965118831631815,0.0018566238759139349,safe,deploy
eur_ecad_01::475,NEU,WCE,50_10,0.072609446018967,moderate,0.0047808625917253175,0.9813320191021276,0.013887118306147268,moderate,adapt
eur_ecad_01::478,MED,WCE,50_5,-0.107106875386679,safe,0.9011905257785178,0.09418289514375694,0.004626579077725001,safe,deploy
eur_ecad_01::478,NEU,WCE,50_5,0.0442031817960923,moderate,0.003366278303297592,0.9952251987289328,0.0014085229677697488,moderate,adapt
eur_ecad_01::480,MED,WCE,50_5,-0.0572109687813373,safe,0.9631980237044727,0.03571240151722706,0.0010895747782995184,safe,deploy
eur_ecad_01::480,NEU,WCE,50_5,0.0729592568857517,moderate,0.020789439013443746,0.9784045048082738,0.0008060561782826301,moderate,adapt
eur_ecad_01::1152,MED,WCE,55_30,-0.0460944240786345,safe,0.9254853785431228,0.072900032791845,0.0016145886650324455,safe,deploy
eur_ecad_01::1152,NEU,WCE,55_30,0.0733480778197823,moderate,0.006335260570935926,0.9773880644422227,0.01627667498684124,moderate,adapt
eur_ecad_01::203,MED,WCE,45_5,-0.1399798500677151,safe,0.8884555244444845,0.08977423918658697,0.02177023636892881,safe,deploy
eur_ecad_01::203,NEU,WCE,45_5,0.0218306076748548,moderate,0.004328392020831488,0.9910307401657369,0.004640867813431629,moderate,adapt
eur_ecad_01::204,MED,WCE,50_20,-0.0321108315297977,safe,0.6001568516404565,0.39385500320349676,0.005988145156047023,safe,deploy
eur_ecad_01::204,NEU,WCE,50_20,0.0925399516329847,moderate,0.0059244446319842315,0.8793998369441355,0.11467571842388052,moderate,adapt
eur_ecad_01::1627,MED,NEU,55_-5,-0.1319247977868776,safe,0.8897586928369164,0.10813707534021688,0.00210423182286647,safe,deploy
eur_ecad_01::1627,WCE,NEU,55_-5,0.0618973702502181,moderate,0.49396687961852515,0.5029661846109438,0.0030669357705310693,moderate,deploy
eur_ecad_01::333,MED,WCE,50_20,-0.0124055225509476,safe,0.5509783276295843,0.42144275714554336,0.02757891522487233,safe,deploy
eur_ecad_01::333,NEU,WCE,50_20,0.1149442090642915,moderate,0.055121298605883565,0.6959349445851837,0.24894375680893355,moderate,adapt
eur_ecad_01::334,MED,WCE,45_20,0.0584193026376671,moderate,0.24815056535214325,0.6129579751546403,0.13889145949321596,moderate,adapt
eur_ecad_01::334,NEU,WCE,45_20,0.1185760429181597,moderate,0.022065820799917635,0.5249155665011479,0.453018612698935,moderate,adapt
eur_ecad_01::335,WCE,MED,40_0,0.1254169812340588,moderate,0.00010580305452437945,0.021917510815325073,0.977976686130151,high,retrain
eur_ecad_01::335,NEU,MED,40_0,0.2247830157252637,high,3.2065010904886334e-05,2.4501218014535652e-05,0.9999434337710805,high,retrain
eur_ecad_01::336,WCE,MED,35_-5,0.1570322678594036,high,0.010586125950495231,0.478716818691539,0.5106970553579657,high,retrain
eur_ecad_01::336,NEU,MED,35_-5,0.3015045078045641,high,0.0037493341928794576,0.0025237110178040084,0.9937269547893165,high,retrain
eur_ecad_01::337,WCE,MED,35_-5,0.2846055898093382,high,0.00012917666071359286,0.026623910813740412,0.973246912525546,high,retrain
eur_ecad_01::337,NEU,MED,35_-5,0.4000803760106715,high,2.3984541488227886e-05,0.00021724936759300926,0.999758766090919,high,retrain
eur_ecad_01::338,MED,NEU,65_15,-0.0407768068223965,safe,0.9934142492745984,0.004922156938402382,0.0016635937869991105,safe,deploy
eur_ecad_01::338,WCE,NEU,65_15,-0.0625172595896295,safe,0.9927303562481893,0.007164342278995922,0.00010530147281497848,safe,deploy
eur_ecad_01::1633,MED,NEU,50_-5,-0.1314266152921024,safe,0.9973754355295597,0.0022950419418593386,0.00032952252858103567,safe,deploy
eur_ecad_01::1633,WCE,NEU,50_-5,-0.051775976072466,safe,0.9880304600483121,0.011955789105121493,1.3750846566532435e-05,safe,deploy
eur_ecad_01::1084,MED,NEU,65_30,-0.1490726676120553,safe,0.9950013527026721,0.004998647297328306,0.0,safe,deploy
eur_ecad_01::1084,WCE,NEU,65_30,-0.0669055240103451,safe,0.9867806906567526,0.013219309343247497,0.0,safe,deploy
eur_ecad_01::64,MED,WCE,45_15,-0.0542679546839739,safe,0.3944672201571726,0.4566074466798873,0.14892533316294015,moderate,adapt
eur_ecad_01::64,NEU,WCE,45_15,0.1194951899737688,moderate,0.06555370511584084,0.45744054825646774,0.4770057466276916,high,adapt
eur_ecad_01::1157,MED,WCE,55_30,-0.0603865585843199,safe,0.9193825580749718,0.08039439402188027,0.00022304790314818396,safe,deploy
eur_ecad_01::1157,NEU,WCE,55_30,0.0391895954800078,moderate,0.012172097369002146,0.9870299035919416,0.0007979990390559734,moderate,adapt
eur_ecad_01::1158,MED,WCE,55_25,-0.095151858522124,safe,0.9637387304631089,0.03622531939732426,3.5950139566816586e-05,safe,deploy
eur_ecad_01::1158,NEU,WCE,55_25,0.0207534188388351,moderate,0.0033872623983274603,0.9966127376016726,0.0,moderate,adapt
eur_ecad_01::1088,MED,NEU,65_30,-0.1220378921798888,safe,0.9870684282032521,0.01293157179674796,0.0,safe,deploy
eur_ecad_01::1088,WCE,NEU,65_30,-0.0657720516462387,safe,0.9905169915465128,0.009469257606920816,1.3750846566532435e-05,safe,deploy
eur_ecad_01::1800,MED,NEU,55_-5,-0.0606155794085583,safe,0.9379356493445326,0.060579427384647305,0.0014849232708200478,safe,deploy
eur_ecad_01::1800,WCE,NEU,55_-5,0.0225513620714981,moderate,0.380856321090132,0.6181193488276514,0.0010243300822156483,moderate,adapt
eur_ecad_01::1803,MED,NEU,50_-5,-0.1263764397345976,safe,0.9398485260071432,0.056011332095842484,0.004140141897014018,safe,deploy
eur_ecad_01::1803,WCE,NEU,50_-5,0.040680542762792,moderate,0.6260967398898274,0.3686374433546982,0.00526581675547469,safe,deploy
eur_ecad_01::1571,MED,WCE,45_30,-0.1390288143418505,safe,0.6515047895957171,0.22572157832334355,0.12277363208093948,safe,deploy
eur_ecad_01::1571,NEU,WCE,45_30,0.1070570985982839,moderate,0.018949614402970494,0.6916329401786163,0.2894174454184129,moderate,adapt
eur_ecad_01::715,MED,NEU,60_25,-0.0751177005015182,safe,0.975236361100433,0.024763638899567182,0.0,safe,deploy
eur_ecad_01::715,WCE,NEU,60_25,-0.0621067050020838,safe,0.9715366109502263,0.028463389049773535,0.0,safe,deploy
eur_ecad_01::716,MED,NEU,60_30,-0.0942828471222765,safe,0.9969642175536548,0.0022652079535639092,0.0007705744927811338,safe,deploy
eur_ecad_01::716,WCE,NEU,60_30,-0.0855914828031472,safe,0.9936175736344893,0.006382426365510695,0.0,safe,deploy
eur_ecad_01::718,MED,NEU,60_20,-0.0553047962883703,safe,0.9918230998476935,0.007895726877195664,0.0002811732751107997,safe,deploy
eur_ecad_01::718,WCE,NEU,60_20,-0.0395247741922837,safe,0.9927705977204627,0.007229402279537191,0.0,safe,deploy
eur_ecad_01::483,MED,WCE,50_10,-0.0106670072241237,safe,0.4284793840277559,0.5612433833019973,0.010277232670246779,moderate,deploy
eur_ecad_01::483,NEU,WCE,50_10,0.0890436307510413,moderate,0.004531437605956915,0.982576544122493,0.012892018271550454,moderate,adapt
eur_ecad_01::10,MED,NEU,55_15,-0.1346660968744615,safe,0.9805026152298828,0.018468864574390505,0.001028520195726482,safe,deploy
eur_ecad_01::10,WCE,NEU,55_15,-0.0987797432474102,safe,0.9770250508095715,0.018275179646693892,0.004699769543734405,safe,deploy
eur_ecad_01::11,MED,WCE,45_10,0.0894490600019559,moderate,0.34654668641423103,0.6096546276938885,0.043798685891880344,moderate,adapt
eur_ecad_01::11,NEU,WCE,45_10,0.1253624647163578,moderate,0.02677308549581239,0.9320991513210961,0.04112776318309159,moderate,adapt
eur_ecad_01::12,MED,WCE,45_15,0.1022287644452215,moderate,0.06228867922212024,0.5337066233871948,0.4040046973906854,moderate,adapt
eur_ecad_01::12,NEU,WCE,45_15,0.1683945139974425,high,0.016421037486011893,0.13580246055239623,0.8477765019615928,high,retrain
eur_ecad_01::1635,MED,NEU,50_-10,-0.1366047175846469,safe,0.96585136493274,0.025587037738553184,0.008561597328706606,safe,deploy
eur_ecad_01::1635,WCE,NEU,50_-10,0.0304924932484764,moderate,0.6882261756687947,0.30749384810165686,0.004279976229548508,safe,deploy
eur_ecad_01::1639,MED,NEU,50_0,-0.190224391506379,safe,0.9941496216260703,0.005349406881787482,0.0005009714921419901,safe,deploy
eur_ecad_01::1639,WCE,NEU,50_0,-0.0337361716264976,safe,0.9897029991493792,0.009789778113880399,0.0005072227367404309,safe,deploy
eur_ecad_01::339,MED,NEU,65_20,-0.1309372130672512,safe,0.9920427352838774,0.004173174250296112,0.0037840904658263457,safe,deploy
eur_ecad_01::339,WCE,NEU,65_20,-0.0375330860700366,safe,0.9791300887510553,0.020521631121429244,0.0003482801275153836,safe,deploy
eur_ecad_01::341,MED,NEU,60_10,-0.0373859937225602,safe,0.9828700881627594,0.016930275094896596,0.0001996367423441748,safe,deploy
eur_ecad_01::341,WCE,NEU,60_10,-0.0888312527007615,safe,0.9657886304417587,0.03408708014541359,0.00012428941282763907,safe,deploy
eur_ecad_01::344,WCE,MED,40_30,0.0716337033429375,moderate,0.016516594718810382,0.1455028521377322,0.8379805531434573,high,retrain
eur_ecad_01::344,NEU,MED,40_30,0.2122206970692737,high,0.006956806672023496,0.00192499323370215,0.9911182000942743,high,retrain
eur_ecad_01::1807,MED,NEU,50_-5,-0.1195009161725217,safe,0.9968388290691854,0.003161170930814465,0.0,safe,deploy
eur_ecad_01::1807,WCE,NEU,50_-5,-0.0348484852982631,safe,0.9834883309133409,0.01649791824009255,1.3750846566532435e-05,safe,deploy
eur_ecad_01::78,MED,NEU,65_30,-0.074256622327292,safe,0.9885048147659826,0.011495185234017437,0.0,safe,deploy
eur_ecad_01::78,WCE,NEU,65_30,-0.0641420833160513,safe,0.9808021685123683,0.017572788878753555,0.00162504260887823,safe,deploy
