forecast_model,feature_set,cv_kind,estimator,n,n_features,mae,r2,run_tag,seed_index
spatial_knn_ridge,physical_plus_shift,group_by_cell,random_forest,52920,23,0.021177252316996,0.8098394032412382,all_viable_min100_full_s3,3
stgcn_diffusion,physical_knowledge,leave_target_region_out,ridge,52920,12,0.071940402064431,0.076523898045473,all_viable_min100_full_s3,3
stgcn_diffusion,physical_knowledge,leave_target_region_out,random_forest,52920,12,0.0646832003212285,0.1111771118676404,all_viable_min100_full_s3,3
stgcn_diffusion,generic_shift,leave_target_region_out,ridge,52920,11,0.0772086868743237,-0.038285179105804,all_viable_min100_full_s3,3
stgcn_diffusion,generic_shift,leave_target_region_out,random_forest,52920,11,0.0721788981402459,-0.1143173999625792,all_viable_min100_full_s3,3
stgcn_diffusion,physical_plus_shift,leave_target_region_out,ridge,52920,23,0.0764842248106415,0.0530169796640636,all_viable_min100_full_s3,3
stgcn_diffusion,physical_plus_shift,leave_target_region_out,random_forest,52920,23,0.0684769216378328,0.0050374964029573,all_viable_min100_full_s3,3
stgcn_diffusion,physical_knowledge,group_by_cell,ridge,52920,12,0.0693480140243111,0.1281983478608737,all_viable_min100_full_s3,3
stgcn_diffusion,physical_knowledge,group_by_cell,random_forest,52920,12,0.0616810905273771,0.195525582207975,all_viable_min100_full_s3,3
stgcn_diffusion,generic_shift,group_by_cell,ridge,52920,11,0.0731930445422547,0.0043740840709358,all_viable_min100_full_s3,3
stgcn_diffusion,generic_shift,group_by_cell,random_forest,52920,11,0.06372260065442,0.0527925263490794,all_viable_min100_full_s3,3
stgcn_diffusion,physical_plus_shift,group_by_cell,ridge,52920,23,0.0696692373951272,0.1358541076327655,all_viable_min100_full_s3,3
stgcn_diffusion,physical_plus_shift,group_by_cell,random_forest,52920,23,0.0463176089154451,0.3244849109152047,all_viable_min100_full_s3,3
