ar6_region,cell5,n_stations,latitude_mean,latitude_std,latitude_median,longitude_mean,longitude_std,longitude_median,n_obs_train_mean,n_obs_train_std,n_obs_train_median,wet_day_fraction_gt1mm_mean,wet_day_fraction_gt1mm_std,wet_day_fraction_gt1mm_median,wet_day_mean_intensity_mean,wet_day_mean_intensity_std,wet_day_mean_intensity_median,daily_precip_cv_mean,daily_precip_cv_std,daily_precip_cv_median,monthly_climatology_amplitude_mean,monthly_climatology_amplitude_std,monthly_climatology_amplitude_median,top3_month_precip_fraction_mean,top3_month_precip_fraction_std,top3_month_precip_fraction_median,occurrence_lag1_autocorr_mean,occurrence_lag1_autocorr_std,occurrence_lag1_autocorr_median,wet_intensity_lag1_autocorr_mean,wet_intensity_lag1_autocorr_std,wet_intensity_lag1_autocorr_median,dry_spell_mean_days_mean,dry_spell_mean_days_std,dry_spell_mean_days_median,dry_spell_p95_days_mean,dry_spell_p95_days_std,dry_spell_p95_days_median,wet_day_p95_mean,wet_day_p95_std,wet_day_p95_median,wet_day_p99_mean,wet_day_p99_std,wet_day_p99_median,extreme_tail_ratio_p99_p95_mean,extreme_tail_ratio_p99_p95_std,extreme_tail_ratio_p99_p95_median,coverage_threshold_mean,coverage_threshold_std,coverage_threshold_median
CNA,40_-95,39,42.29914871794872,1.5439385305925595,41.8831,-91.79947179487179,1.2563746103578979,-91.4881,2900.4871794871797,30.54235350500737,2914.0,0.2220920690272031,0.01615370695641154,0.22363013698630138,10.977832328757511,1.0233194358942501,10.951863354037267,3.06981791270285,0.21331951277199449,3.0553881681045603,885.6512820512821,167.95245704442806,890.0,0.40126419164796384,0.027665129634246135,0.3988765663257957,0.169520376256297,0.021542335946595423,0.16723613182779323,0.06257646504268786,0.046389090612759996,0.06498227954663692,5.391341655581025,0.4221328257156765,5.3880952380952385,15.552564102564101,1.7867181292566305,15.0,35.02358974358974,3.478126187277989,35.06999999999996,60.41305128205124,9.173990298517783,59.219999999999914,1.7258716721805047,0.19160182182975663,1.7003663003663037,95.0,0.0,95.0
CNA,45_-100,17,47.44580503267974,1.7844930687333194,46.9258,-97.38947299019608,1.1362924487907227,-97.1831,2881.8823529411766,41.20813383444641,2890.0,0.18544140923403554,0.019287792750310288,0.18138261464750172,8.29700861248041,1.0239620648164103,8.279622641509434,3.387033310973954,0.2817540454041257,3.3739758718728523,679.6529411764706,73.39097456130978,690.1,0.44178607471630593,0.0334456377529019,0.4525183443755788,0.18784162404859317,0.022712799850183926,0.18511117114620612,0.05756408967822052,0.048748408432760855,0.05389152850279565,6.545531701795479,0.6951726653424055,6.589531680440771,21.129411764705882,3.6953542972701463,21.0,26.88970588235293,2.6744254468181063,26.9,48.40952941176468,7.267761193428537,48.18000000000004,1.8002138956555307,0.21044902969807724,1.7511971830985937,95.0,0.0,95.0
CNA,45_-105,17,46.43250588235294,0.9966193577982704,46.1422,-102.89471176470589,1.594381489748592,-103.3769,2891.470588235294,38.866948759612626,2912.0,0.15604067635581229,0.013592413361801807,0.15775034293552812,7.302010871681698,0.6274092135757303,7.3908695652173915,3.638184408068134,0.2179180887767486,3.6681179278565517,671.2882352941176,112.21509971007102,668.0,0.5142998231001743,0.039415754845487004,0.515502177025803,0.1750884452425582,0.019627983450156327,0.17220859677549394,0.1014747144691788,0.07073877904773629,0.1229487827779785,7.65773141008569,0.6283114646925325,7.529230769230769,24.802941176470572,3.5889357139441023,24.0,23.06794117647058,1.5508133539609255,23.15,41.822411764705876,6.609870432342293,41.07299999999983,1.8148972201691276,0.27325672899924663,1.7829787234042553,95.0,0.0,95.0
CNA,45_-95,8,46.9557625,1.3550503722186893,47.04205,-92.63171249999999,1.366693304959613,-92.44915,2908.0,16.08903797177268,2912.0,0.21384474318258154,0.016560619423631722,0.21710590328785145,8.681984273228402,1.1720141123551484,8.725034030165133,3.1814186487215395,0.15754236288121717,3.1913331217973337,728.3625,57.56476942168212,729.15,0.41349320189595695,0.022161048216310514,0.40815474760350023,0.1506998474301412,0.014957739167631797,0.15074343218174852,0.07121689900118125,0.03797217495820259,0.06981191212063462,5.501567515179417,0.4423768489611464,5.354460093896714,16.46249999999999,2.067218628288473,16.0,28.254999999999985,3.5069573707132546,27.499999999999964,51.64999999999993,7.330606133582342,52.623000000000005,1.8298367178877841,0.16421290526955873,1.8533801268636618,95.0,0.0,95.0
EAS,15_105,1,19.75,,19.75,105.783,,105.783,2814.0,,2814.0,0.22921108742004265,,0.22921108742004265,20.482170542635657,,20.482170542635657,3.611253493414094,,3.611253493414094,3004.1,,3004.1,0.5730885983427433,,0.5730885983427433,0.27178552018078306,,0.27178552018078306,0.04559638359525473,,0.04559638359525473,5.164285714285715,,5.164285714285715,16.0,,16.0,84.8999999999999,,84.8999999999999,160.68399999999951,,160.68399999999951,1.892626619552411,,1.892626619552411,80.0,,80.0
EAS,20_100,1,21.333,,21.333,103.9,,103.9,2776.0,,2776.0,0.25144092219020175,,0.25144092219020175,13.593123209169054,,13.593123209169054,2.7450931384745894,,2.7450931384745894,1797.5,,1797.5,0.5349399096040491,,0.5349399096040491,0.3166561590789001,,0.3166561590789001,-0.0012582806669621334,,-0.0012582806669621334,4.722727272727273,,4.722727272727273,17.0,,17.0,45.57499999999999,,45.57499999999999,68.11499999999998,,68.11499999999998,1.4945693911135491,,1.4945693911135491,80.0,,80.0
EAS,20_105,2,21.316499999999998,0.7304413049657031,21.316499999999998,106.69999999999999,0.09475230867900263,106.69999999999999,2816.0,7.0710678118654755,2816.0,0.24270800979239027,0.009685785949191589,0.24270800979239027,15.854836401343753,1.684591857442132,15.854836401343753,3.288986311274806,0.08205362552069344,3.288986311274806,2038.0,719.6932818916682,2038.0,0.5028828570402459,0.03629224118470818,0.5028828570402459,0.28799205128884797,0.013070082380724676,0.28799205128884797,0.1409136519268838,0.01680783978022288,0.1409136519268838,4.962230614817741,0.1978585924015514,4.962230614817741,16.0,0.0,16.0,57.92750000000001,9.443411062746375,57.92750000000001,106.07950000000001,7.293806447939296,106.07950000000001,1.8455057371154162,0.17494390136460794,1.8455057371154162,80.0,0.0,80.0
EAS,20_110,83,22.332356868674697,0.07608063955959109,22.3325746,114.14876986506025,0.09688289792542483,114.1600029,2854.012048192771,75.08539755665907,2872.0,0.2582625270663351,0.01927249445519983,0.2585484996510816,24.415094769853948,1.5715958912356223,24.479567307692307,3.30349768073311,0.13945492507459936,3.2933905187108077,4615.3975903614455,695.037333437688,4544.5,0.5805882331942965,0.02079138580154239,0.582046922815369,0.39540997882093853,0.017866689045999883,0.3959850946786133,0.1866660744600185,0.03129369424640198,0.18755162202447725,6.326965859872555,0.4182046411399388,6.300595238095238,21.531927710843366,2.313357004194746,21.55000000000001,90.13463855421683,6.490764817534541,91.5,168.95789156626503,19.245442715546158,169.32500000000016,1.8743741424635194,0.16555467042195013,1.873105841526895,80.0,0.0,80.0
EAS,20_125,1,24.783,,24.783,125.295,,125.295,2913.0,,2913.0,0.3072433916924133,,0.3072433916924133,16.552513966480447,,16.552513966480447,3.0086379336971953,,3.0086379336971953,1354.5,,1354.5,0.3613949607875856,,0.3613949607875856,0.21498089177736066,,0.21498089177736066,0.06271104029336326,,0.06271104029336326,4.068548387096774,,4.068548387096774,12.0,,12.0,59.72999999999995,,59.72999999999995,108.07199999999939,,108.07199999999939,1.8093420391762847,,1.8093420391762847,80.0,,80.0
EAS,25_125,2,27.2915,1.543614103330233,27.2915,128.5915,1.284813021415947,128.5915,2904.5,0.7071067811865476,2904.5,0.38131291399363687,0.06606836517431339,0.38131291399363687,18.581776135660107,0.656309166814009,18.581776135660107,2.9351445544583212,0.28844137557767646,2.9351445544583212,2512.25,388.2723335495335,2512.25,0.39180351896378385,0.03846373283647587,0.39180351896378385,0.2171466705842564,0.020537439685429225,0.2171466705842564,0.22161907789324536,0.023969339234196946,0.22161907789324536,3.3268888206388207,0.47248313371483186,3.3268888206388207,10.0,2.8284271247461903,10.0,64.31249999999991,0.5126524163602229,64.31249999999991,145.55999999999986,11.426845583974504,145.55999999999986,2.2641037024903197,0.1957246852158805,2.2641037024903197,80.0,0.0,80.0
EAS,25_130,1,25.847,,25.847,131.263,,131.263,2899.0,,2899.0,0.2683684028975509,,0.2683684028975509,15.696786632390745,,15.696786632390745,3.372035091371558,,3.372035091371558,966.6,,966.6,0.35154980147338283,,0.35154980147338283,0.22802859436522818,,0.22802859436522818,0.1057980188339606,,0.1057980188339606,4.651315789473684,,4.651315789473684,13.0,,13.0,56.69999999999995,,56.69999999999995,122.9,,122.9,2.167548500881836,,2.167548500881836,80.0,,80.0
EAS,30_125,2,32.716,0.02262741699796703,32.716,129.3495,0.7304413049657145,129.3495,2536.5,4.949747468305833,2536.5,0.2870259814542527,0.016728917576921316,0.2870259814542527,19.83908291331455,0.36562975554864896,19.83908291331455,2.913147660746489,0.04164512257708547,2.913147660746489,2360.6000000000004,260.7809809015987,2360.6000000000004,0.4296741624426018,0.04412595890929432,0.4296741624426018,0.24061102781067717,0.0009008492110311451,0.24061102781067717,0.09212854936275236,0.0921601950488194,0.09212854936275236,4.45325518310405,0.26024982190735285,4.45325518310405,13.0,0.0,13.0,69.86999999999999,2.305168106668199,69.86999999999999,124.64199999999983,14.082738654111534,124.64199999999983,1.7815576861590905,0.14277871326446273,1.7815576861590905,80.0,0.0,80.0
EAS,30_130,4,33.14975,0.8496012299896938,33.408,131.55,0.9839302143275483,131.517,2809.75,183.90826517587507,2898.0,0.27384865892953136,0.02915071124495798,0.26882482463556046,17.91339140376348,3.42762830547781,17.329082577808045,3.016660701175976,0.17262921478916166,2.984571462966933,2596.8500000000004,987.0837806387055,2263.55,0.47816849934413147,0.03413248339709137,0.48430088883009403,0.2514628339958645,0.05115922719481587,0.2622195242457695,0.1720799284782837,0.03669168481130677,0.18064502703967458,4.770073575043872,0.4787745043003194,4.610502042172325,13.75,1.5,13.0,61.2375,17.29452586803119,56.3,118.31000000000019,21.682610605428934,119.30500000000009,1.970215550535162,0.21992804407332206,2.047720763289891,80.0,0.0,80.0
