forecast_model,observed_reference,policy,mean_cost,unsafe_deploy_rate,unnecessary_retrain_rate,deploy_rate,adapt_rate,retrain_rate,n_pairs
stgcn_diffusion,observed_expected_decision,always_retrain,0.7818181818181819,0.0,0.20909090909090908,0.0,0.0,1.0,110
stgcn_diffusion,observed_expected_decision,source_accuracy_rank,2.8636363636363638,0.2,0.10909090909090909,0.2727272727272727,0.18181818181818182,0.5454545454545454,110
stgcn_diffusion,observed_expected_decision,shift_rank,2.7181818181818183,0.18181818181818182,0.10909090909090909,0.23636363636363636,0.2545454545454545,0.509090909090909,110
graphwavenet_transfer,observed_conservative_decision,phyk_tas_conservative,0.11818181818181818,0.0,0.0,0.0,0.08181818181818182,0.9181818181818182,110
graphwavenet_transfer,observed_conservative_decision,phyk_tas_expected,0.5,0.01818181818181818,0.0,0.01818181818181818,0.14545454545454545,0.8363636363636363,110
graphwavenet_transfer,observed_conservative_decision,predicted_mean,0.5,0.01818181818181818,0.0,0.01818181818181818,0.14545454545454545,0.8363636363636363,110
graphwavenet_transfer,observed_conservative_decision,always_deploy,9.681818181818182,1.0,0.0,1.0,0.0,0.0,110
graphwavenet_transfer,observed_conservative_decision,always_adapt,3.7454545454545456,0.0,0.0,0.0,1.0,0.0,110
graphwavenet_transfer,observed_conservative_decision,always_retrain,0.06363636363636363,0.0,0.0,0.0,0.0,1.0,110
graphwavenet_transfer,observed_conservative_decision,source_accuracy_rank,3.2545454545454544,0.2727272727272727,0.0,0.2727272727272727,0.18181818181818182,0.5454545454545454,110
graphwavenet_transfer,observed_conservative_decision,shift_rank,3.1,0.23636363636363636,0.0,0.23636363636363636,0.2545454545454545,0.509090909090909,110
linear_window,observed_conservative_decision,phyk_tas_conservative,0.2727272727272727,0.02727272727272727,0.0,0.02727272727272727,0.0,0.9727272727272728,110
