canonical_station_uid,ar6_region,cell5,latitude,longitude,n_obs_train,wet_day_fraction_gt1mm,wet_day_mean_intensity,daily_precip_cv,monthly_climatology_amplitude,top3_month_precip_fraction,occurrence_lag1_autocorr,wet_intensity_lag1_autocorr,dry_spell_mean_days,dry_spell_p95_days,wet_day_p95,wet_day_p99,extreme_tail_ratio_p99_p95,source_id,source_station_id,coverage_threshold
can_eccc_climate_stations_01::4031999,WNA,45_-110,49.64055805555556,-109.51444555555555,2908,0.2469050894085282,6.045403899721449,2.906757036660543,616.5,0.41845197715386123,0.2681458709040477,0.1180938869721183,5.447761194029851,17.0,19.844999999999995,42.932000000000016,2.1633660871756124,can_eccc_climate_stations_01,4031999,95
can_eccc_climate_stations_01::3023722,NWN,50_-115,52.44889055555556,-113.75583472222222,2655,0.192090395480226,6.235098039215686,3.264390557883802,704.0,0.5967799323963707,0.20206801690227066,0.19694716532476844,6.3088235294117645,19.0,19.309999999999988,36.63799999999994,1.8973588814085947,can_eccc_climate_stations_01,3023722,80
can_eccc_climate_stations_01::3030768,WNA,45_-115,49.73418611111112,-111.45027777777776,2843,0.14737952866690116,5.944391408114558,3.486451695192217,648.5999999999999,0.5230628362138033,0.24697582928912168,0.19309961410528273,8.387543252595156,29.0,19.81,29.191999999999997,1.4735991923271075,can_eccc_climate_stations_01,3030768,95
can_eccc_climate_stations_01::114EMDM,WNA,45_-120,49.51233333333333,-117.39880555555555,2843,0.3816391136123813,6.670506912442396,1.8175260655833525,702.7,0.3739391724529986,0.3261534507132758,0.11088180541137631,3.6473029045643153,12.0,18.15999999999999,27.288000000000146,1.5026431718061763,can_eccc_climate_stations_01,114EMDM,95
can_eccc_climate_stations_01::702FQLF,ENA,45_-75,45.12083333333333,-74.28944444444444,2841,0.3361492432242168,7.794764397905759,2.514780628487957,436.4,0.3184342105263158,0.16385906925715565,0.004555847753441317,3.379928315412186,10.0,24.189999999999987,45.822000000000024,1.894253823894173,can_eccc_climate_stations_01,702FQLF,95
can_eccc_climate_stations_01::6144478,ENA,40_-85,43.03333333333333,-81.15,2903,0.337237340682053,7.552196118488253,2.208523042509922,217.5,0.2852140026593994,0.16914699059872496,0.06383489186537586,3.530275229357798,10.799999999999955,24.50999999999999,36.944,1.507303141574868,can_eccc_climate_stations_01,6144478,95
can_eccc_climate_stations_01::1141455,WNA,45_-120,49.29638888888889,-117.6325,2887,0.3034291652234153,6.357648401826484,2.157163612464304,620.7,0.37746542341155664,0.29356300688339143,0.09394209040574031,4.580865603644647,16.0,16.85,25.3,1.5014836795252224,can_eccc_climate_stations_01,1141455,95
can_eccc_climate_stations_01::1142574,NWN,50_-120,50.23866666666667,-116.97152777777778,2887,0.35261517145826116,5.841846758349705,1.905615356456387,569.9,0.38466574060768627,0.27001026491041413,0.1435986827286884,3.8536082474226805,11.799999999999955,17.229999999999993,24.966000000000008,1.448984329657575,can_eccc_climate_stations_01,1142574,80
can_eccc_climate_stations_01::116C8P0,NWN,50_-125,50.62961111111111,-120.172,2535,0.2078895463510848,4.731119544592031,2.502241576153875,325.3,0.36965522433002107,0.15428637340465906,0.06598284859259995,4.97029702970297,14.0,13.4,19.0,1.417910447761194,can_eccc_climate_stations_01,116C8P0,80
can_eccc_climate_stations_01::1160899,NWN,50_-120,52.12902777777778,-119.28952777777778,2761,0.43317638536762043,6.626421404682274,1.7265830660077308,645.1999999999999,0.3641873819047385,0.32716899468817556,0.07417705227735323,3.30168776371308,10.0,18.0,28.839999999999964,1.6022222222222202,can_eccc_climate_stations_01,1160899,80
can_eccc_climate_stations_01::1168520,NWN,50_-120,51.57611111111111,-119.77805555555555,2694,0.26280623608017817,4.2642655367231646,2.1941590176176407,399.99999999999994,0.35754006218607987,0.16836585122884906,0.02519296667415982,4.103305785123967,13.0,12.2,19.98599999999999,1.6381967213114748,can_eccc_climate_stations_01,1168520,80
can_eccc_climate_stations_01::1173210,NWN,50_-120,51.299166666666665,-116.98222222222222,2877,0.24887035106013208,4.945111731843575,2.4169661906718436,381.79999999999995,0.3710437001762741,0.20222687771570458,0.07371087973771069,4.759911894273127,14.0,13.850000000000001,24.27000000000005,1.7523465703971153,can_eccc_climate_stations_01,1173210,80
can_eccc_climate_stations_01::1175122,NWN,50_-120,52.05305555555555,-118.58527777777778,2770,0.43104693140794226,8.470603015075378,1.7086998559256386,1372.8,0.43578154790132295,0.33592885060221733,0.18647256954550867,3.310924369747899,10.0,23.069999999999983,33.03499999999997,1.431946250541829,can_eccc_climate_stations_01,1175122,80
can_eccc_climate_stations_01::1181508,NWN,55_-125,55.68722222222223,-121.62666666666668,2855,0.210507880910683,5.379700499168053,3.1156601064160663,433.29999999999995,0.42332444341372905,0.24121138537413256,0.28170284272611246,5.8545454545454545,18.799999999999955,16.0,29.4,1.8375,can_eccc_climate_stations_01,1181508,80
