source_region,target_region,kl_source_to_target,kl_target_to_source,wasserstein_precip,mmd_rbf_precip,shift_mean_abs,shift_variance_abs,shift_wet_fraction_abs,shift_p95_abs,shift_p99_abs,shift_monthly_l2,region_centroid_distance_deg
NWN,EAS,0.18994579406955506,0.11171988133764484,3.3961209999999986,0.0029094575617674145,3.320109666666666,330.751253670333,0.01702999999999999,21.3,58.7,20.7525751864546,252.66870701925154
NCA,WCE,0.23872784310999529,0.35792022389619327,1.2955813333333333,0.04004807923085507,1.1503380000000003,2.3284080386226726,0.21908666666666668,6.0,0.5,4.401611401113482,120.48428220340085
NCA,NEU,0.2992586729119221,0.4576474431068056,1.4246693333333327,0.047365242085260384,1.2568846666666669,2.957683353911559,0.23881666666666665,6.300000000000001,0.8999999999999986,4.660385343481388,123.03747422185748
NCA,WNA,0.11143788900265654,0.17000055405213796,1.1762033333333328,0.02245187495300116,1.1628173333333336,9.534986746661328,0.17033,7.1,5.100000000000001,5.762711567736889,11.95513233006116
NCA,ENA,0.1250180052400897,0.1583314537454483,2.048167000000002,0.024871500057177975,2.0480403333333337,50.267531770116335,0.16045,12.9,17.5,7.192232105523477,28.3461812586143
NCA,CNA,0.033587624990987455,0.03954243998903176,1.041053999999999,0.004710284255075914,1.040390666666667,30.15341133275911,0.07340333333333332,7.9,12.700000000000003,4.460699954893447,12.762112366273143
NCA,SAU,0.1465606040094893,0.312114375939931,0.741513333333332,0.013154202068203169,0.6728000000000001,0.3506524138666691,0.12162333333333333,4.6,0.20000000000000284,2.8123950007823195,254.75010756009087
NCA,MED,0.07078619415124364,0.14284311962293952,0.722263000000013,0.004990106739602318,0.7222630000000001,15.392666848252329,0.08244666666666667,5.4,4.800000000000001,4.310087516801724,116.55921234492422
NCA,EAU,0.08066124758833212,0.1504498385505568,1.2936146666666666,0.008223344096511154,1.2935800000000006,38.30250600167999,0.10262333333333332,8.6,13.600000000000001,5.863859366780637,266.0758500565293
NCA,NWN,0.17359713738714463,0.2516817734203442,1.5014383333333325,0.024600509562231032,1.4993843333333332,28.376986814308335,0.17565,8.6,11.399999999999999,5.597053402863254,36.254014227950705
NCA,NCA,0.0,0.0,0.0,7.709895854324245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCA,EAS,0.15208666268170304,0.20821991919366134,4.819493999999999,0.025322622611742673,4.819493999999999,359.12824048464137,0.15862,29.9,70.1,23.63704841599716,225.87890533468374
EAS,WCE,0.18496965630611562,0.25470651154866236,3.9237199999999985,0.00668450767790163,3.6691559999999988,361.45664852326405,0.06046666666666667,23.9,70.6,20.111595069760757,109.60718008895698
EAS,NEU,0.2192852597585832,0.3255549404609843,3.944982666666665,0.007892734426629744,3.562609333333332,362.0859238385529,0.08019666666666664,23.6,71.0,20.742974666106296,110.81141522564081
EAS,WNA,0.19527291475203432,0.17504832027786282,3.720244666666666,0.0037453412308765532,3.6566766666666655,349.59325373798004,0.011709999999999998,22.8,65.0,23.29106588149178,232.31901396258826
EAS,ENA,0.07257485304624522,0.11833900264412688,2.7875836666666642,0.000927832589690647,2.7714536666666656,308.860708714525,0.0018299999999999983,17.0,52.6,18.78741017129765,198.87778734810945
EAS,CNA,0.0895437202433365,0.0971609620504097,3.77910333333333,0.00746288106849291,3.779103333333332,328.97482915188226,0.08521666666666669,22.0,57.4,20.05107734207234,215.43849633394842
EAS,SAU,0.17993642654405217,0.3118211228942141,4.152901333333331,0.006022061074949958,4.146693999999999,359.47889289850804,0.03699666666666668,25.3,69.9,21.4357089001579,64.57329658741189
EAS,MED,0.12684761553883273,0.17982191619325547,4.099964333333338,0.00794023285422174,4.097230999999999,343.73557363638906,0.07617333333333334,24.5,65.3,23.794120782473577,110.56668173530544
EAS,EAU,0.11015390399730529,0.14745632375926493,3.525914,0.004406181264407172,3.5259139999999984,320.82573448296137,0.055996666666666695,21.3,56.5,22.201750715171283,64.55131955899269
EAS,NWN,0.11171988133764484,0.18994579406955506,3.3961209999999986,0.0035671417010954,3.320109666666666,330.751253670333,0.01702999999999999,21.3,58.7,20.7525751864546,252.66870701925154
EAS,NCA,0.20821991919366134,0.15208666268170304,4.819493999999999,0.022439310332041718,4.819493999999999,359.12824048464137,0.15862,29.9,70.1,23.63704841599716,225.87890533468374
EAS,EAS,0.0,0.0,0.0,5.846259549402433e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
