cv_kind,forecast_model,r2_shift_observed,r2_physical_observed,r2_physical_permuted_mean,physical_signal_loss,delta_combined_minus_shift_observed,delta_combined_minus_shift_permuted_mean,delta_gain_lost_under_permutation,n_permutations
group_by_cell,graphwavenet_transfer,0.1202261681708077,0.0517444510652738,-0.051456957977135044,0.10320140904240885,0.016312788873000195,-0.02297488732452968,0.039287676197529875,5
group_by_cell,spatial_knn_ridge,0.6560235108095377,0.0878433994503639,-0.05717462921082146,0.14501802866118535,-0.13040658037746578,-0.01439173886632339,-0.11601484151114239,5
group_by_cell,stgcn_diffusion,0.1824887919984807,0.0609624522256645,-0.04313107657844374,0.10409352880410824,0.11537845477241318,-0.03578935337195266,0.15116780814436584,5
